Address,Sold date,Sold price,Bedrooms,Bathrooms,Area,Type,Year built,Last remodel year,Heating,Cooling,Parking,HOA / Lot,Sunscore,Zestimate,Zestimate range,Last 30 day change
"1502 Crosby Ave, Bronx, NY 10461",Sold 10/25/2019,"$480,000 ",3 bds,2 ba,"1,568 sqft",Multi Family,1925,,,,,,,"$481,008 ","$433,000 - $534,000","-$1,897 (-0.4 %)"
"10111 Remington St, Jamaica, NY 11435",Sold 10/25/2019,"$630,000 ",3 bds,2 ba,"1,344 sqft",Multi Family,1929,,,,,,,"$629,594 ","$573,000 - $693,000","-$2,853 (-0.5 %)"
"679 Quincy St # 3, Brooklyn, NY 11221",Sold 10/25/2019,"$845,000 ",3 bds,2 ba,"1,398 sqft",Condo,2011,,,Central,,$449/month,,"$844,234 ","$802,000 - $886,000","-$43,725 (-4.9 %)"
"40-40 203rd St # 12B, Bayside, NY 11361",Sold 10/25/2019,"$514,000 ",3 bds,2 ba,"1,300 sqft",Apartment,1932,,,Other,,,,"$513,669 ","$467,000 - $565,000","+$27,237 (+5.6 %)"
"69-10 108th St # 7N, Forest Hills, NY 11375",Sold 10/25/2019,"$785,000 ",3 bds,3 ba,"1,550 sqft",Cooperative,1953,,,,,,,"$784,495 ","$714,000 - $863,000","-$83,147 (-9.6 %)"
"142-05 Roosevelt Ave # 429, Flushing, NY 11354",Sold 10/25/2019,"$550,000 ",3 bds,2 ba,"1,350 sqft",Cooperative,1965,,,,,,,"$549,646 ","$500,000 - $605,000","-$10,663 (-1.9 %)"
"5456 Hermit Ln, Philadelphia, PA 19128",Sold 11/15/2019,"$290,000 ",3 bds,4 ba,"1,680 sqft",Multi Family,1964,1964,Forced air,Central,3 spaces,,Great solar potentialSun Number™: 91.22,"$291,963 ","$277,000 - $307,000","+$1,058 (+0.4 %)"
"9968 President St, Philadelphia, PA 19115",,"$268,000 ",3 bds,3 ba,"1,560 sqft",Multi Family,1956,1956,Forced air,Central,Attached Garage,,Candidate for a community solar programSun Number™: 21.64,"$268,070 ","$255,000 - $281,000","+$4,066 (+1.5 %)"
"3635 E Thompson St, Philadelphia, PA 19134",Sold 11/14/2019,"$247,000 ",3 bds,2 ba,"1,543 sqft",Condo,1925,,Forced air,Central,1 space,,,"$247,064 ","$235,000 - $259,000","+$4,671 (+1.9 %)"
"930 E Mcpherson St, Philadelphia, PA 19150",Sold 11/13/2019,"$320,000 ",3 bds,3 ba,"1,552 sqft",Multi Family,1950,1950,Forced air,Central,1 space,,Great solar potentialSun Number™: 89.64,"$270,275 ","$243,000 - $295,000","+$9,765 (+3.7 %)"
"6242 N Park Ave, Philadelphia, PA 19141",Sold 11/13/2019,"$134,500 ",3 bds,1 ba,"1,232 sqft",Condo,1935,,Radiant,None,Off street,,,"$134,552 ","$128,000 - $141,000",+$506 (+0.4 %)
"4313 E Howell St, Philadelphia, PA 19135",Sold 11/08/2019,"$194,900 ",3 bds,2 ba,"1,344 sqft",Multi Family,1940,1940,Other,,,,Candidate for a community solar programSun Number™: 21.64,"$195,027 ","$185,000 - $205,000","+$7,481 (+4.0 %)"
"8360 Summerdale Ave, Philadelphia, PA 19152",Sold 11/08/2019,"$227,500 ",3 bds,2 ba,"1,066 sqft",Condo,1955,,Forced air,Central,1 space,,,"$227,738 ","$216,000 - $239,000","-$1,480 (-0.6 %)"
"1020 S 2nd St UNIT 2, Philadelphia, PA 19147",Sold 11/08/2019,"$490,000 ",3 bds,3 ba,"1,954 sqft",Condo,2018,,Forced air,Central,,$258/month,,"$490,512 ","$466,000 - $515,000","+$9,201 (+1.9 %)"
"3129 W Thompson St, Philadelphia, PA 19121",Sold 11/07/2019,"$260,000 ",3 bds,3 ba,"1,367 sqft",Condo,2006,,Other,Central,1 space,$225/month,,"$260,306 ","$247,000 - $273,000","-$69,937 (-21.2 %)"
"115-19 Cuthbert St # E, Philadelphia, PA 19106",Sold 11/07/2019,$1.38M,3 bds,2 ba,"2,176 sqft",Condo,1900,,Gas,Central,1 space,$596/month,,"$1,376,619 ",$1.31M - $1.45M,"+$111,912 (+8.8 %)"
"115 Cuthbert St UNIT E, Philadelphia, PA 19106",Sold 11/07/2019,$1.38M,3 bds,2 ba,"2,176 sqft",Condo,1900,,Forced air,Central,Attached Garage,$708/month,,"$1,376,619 ",$1.31M - $1.45M,"+$144,873 (+11.8 %)"
"517 Independence Ave, Philadelphia, PA 19126",Sold 11/07/2019,"$222,000 ",3 bds,2 ba,"1,230 sqft",Multi Family,1960,1960,Forced air,Central,2 spaces,,Candidate for a community solar programSun Number™: 21.64,"$222,261 ","$211,000 - $233,000","+$4,326 (+2.0 %)"
"12748 Hollins Rd, Philadelphia, PA 19154",Sold 11/07/2019,"$230,000 ",3 bds,2 ba,"1,360 sqft",Condo,1962,,Forced air,Central,1 space,,,"$230,270 ","$219,000 - $242,000","-$3,869 (-1.7 %)"
"556 Fairway Ter, Philadelphia, PA 19128",Sold 11/05/2019,"$259,900 ",3 bds,1 ba,"1,216 sqft",Multi Family,1950,1950,Forced air,Central,1 space,,Candidate for a community solar programSun Number™: 21.62,"$260,274 ","$247,000 - $273,000","+$5,523 (+2.2 %)"
"6355 Old York Rd, Philadelphia, PA 19141",Sold 11/05/2019,"$99,000 ",3 bds,2 ba,"1,380 sqft",Multi Family,1905,1905,Other,None,,,Great solar potentialSun Number™: 87.24,"$99,142 ","$94,000 - $104,000",+$142 (+0.1 %)
"11704 Audubon Ave, Philadelphia, PA 19116",Sold 11/01/2019,"$292,900 ",3 bds,3 ba,"1,722 sqft",Multi Family,1964,1964,"Forced air, Other",Central,3 spaces,,Candidate for a community solar programSun Number™: 21.62,"$293,475 ","$279,000 - $308,000","+$11,907 (+4.2 %)"
"2629 S Holbrook St, Philadelphia, PA 19142",Sold 10/31/2019,"$57,500 ",3 bds,1 ba,960 sqft,Condo,1925,,,None,,,,"$57,619 ","$55,000 - $60,000",
"3503 Wessex Ln, Philadelphia, PA 19114",Sold 10/30/2019,"$231,000 ",3 bds,2 ba,"1,260 sqft",Condo,1961,,Forced air,Central,1 space,,,"$231,510 ","$220,000 - $243,000","+$3,544 (+1.6 %)"
"528 W Somerville Ave, Philadelphia, PA 19120",Sold 10/30/2019,"$110,000 ",3 bds,1 ba,"1,260 sqft",Condo,1940,,Radiant,None,1 space,,,"$110,243 ","$105,000 - $116,000",+$209 (+0.2 %)
"6347 Sylvester St, Philadelphia, PA 19149",Sold 10/30/2019,"$164,000 ",3 bds,2 ba,"1,152 sqft",Condo,1950,,Forced air,None,1 space,,,"$164,362 ","$156,000 - $173,000","+$4,110 (+2.6 %)"
"6138 Cottage St, Philadelphia, PA 19135",Sold 10/30/2019,"$149,900 ",3 bds,1 ba,"1,440 sqft",Multi Family,1945,1945,,,4 spaces,,Great solar potentialSun Number™: 91.24,"$150,231 ","$143,000 - $158,000",+$670 (+0.4 %)
"4016 Aldine St, Philadelphia, PA 19136",Sold 10/29/2019,"$135,000 ",3 bds,2 ba,"1,126 sqft",Condo,1950,,Other,None,1 space,,,"$135,314 ","$129,000 - $142,000",-$394 (-0.3 %)
"4651 Morris St, Philadelphia, PA 19144",Sold 10/28/2019,"$149,520 ",3 bds,2 ba,"1,311 sqft",Condo,1930,,Baseboard,Wall,1 space,,,"$149,887 ","$142,000 - $157,000",+$526 (+0.4 %)
"249 S 53rd St, Philadelphia, PA 19139",Sold 10/28/2019,"$230,000 ",3 bds,3 ba,"1,350 sqft",Multi Family,1925,1925,Heat pump,Central,,,Great solar potentialSun Number™: 92.06,"$230,564 ","$219,000 - $242,000","-$7,120 (-3.0 %)"
"7206 Sprague St, Philadelphia, PA 19119",3D Homes Icon3D Home,"$277,500 ",3 bds,2 ba,"1,264 sqft",Multi Family,1948,1948,Forced air,Central,On street,,Great solar potentialSun Number™: 89.64,"$278,181 ","$264,000 - $292,000","-$3,126 (-1.1 %)"
"1414 S Penn Sq UNIT 30C, Philadelphia, PA 19102",Sold 10/25/2019,$2.37M,3 bds,4.1 ba,"3,086 sqft",Condo,2009,,Other,Central,Attached Garage,"$2,200/month",,"$2,376,693 ",$2.26M - $2.50M,"-$253,081 (-9.6 %)"
"6351 Jackson St, Philadelphia, PA 19135",Sold 10/25/2019,"$150,000 ",3 bds,1 ba,"1,194 sqft",Condo,1950,,Other,,2 spaces,,,"$150,423 ","$143,000 - $158,000",+$882 (+0.6 %)
"751 S 19th St # 3B, Philadelphia, PA 19146",Sold 10/25/2019,"$425,000 ",3 bds,2 ba,"1,378 sqft",Condo,1900,,Forced air,Central,On street,$205/month,Limited solar potentialSun Number™: 59.23,"$426,200 ","$405,000 - $448,000","-$2,144 (-0.5 %)"
"3719 Westhampton Dr, Philadelphia, PA 19154",Sold 10/25/2019,"$269,000 ",3 bds,2 ba,"1,735 sqft",Condo,1955,,Forced air,Central,1 space,,,"$269,759 ","$256,000 - $283,000","+$2,693 (+1.0 %)"
"320 Hermitage St, Philadelphia, PA 19128",Sold 10/24/2019,"$248,000 ",3 bds,2 ba,"1,584 sqft",Multi Family,1920,1920,Forced air,Central,,,Great solar potentialSun Number™: 93.62,"$248,730 ","$236,000 - $261,000","+$3,492 (+1.4 %)"
"8523 Summerdale Ave, Philadelphia, PA 19152",Sold 10/24/2019,"$220,000 ",3 bds,2 ba,"1,066 sqft",Multi Family,1957,1957,Forced air,Wall,3 spaces,,Great solar potentialSun Number™: 84.04,"$220,648 ","$210,000 - $232,000","-$3,957 (-1.8 %)"
"2330 Broad, Philadelphia, PA 19145",Sold 10/24/2019,"$435,000 ",3 bds,3 ba,"3,300 sqft",Multi Family,,,,,,,,"$436,282 ","$414,000 - $458,000",
"6427 Belfield Ave, Philadelphia, PA 19119",Sold 10/24/2019,"$169,000 ",3 bds,2 ba,"1,056 sqft",Condo,1950,,Other,,,,,"$169,498 ","$161,000 - $178,000","+$2,169 (+1.3 %)"
"603 Robbins St, Philadelphia, PA 19111",Sold 10/24/2019,"$175,000 ",3 bds,2 ba,"1,682 sqft",Multi Family,1925,1925,,,3 spaces,,Great solar potentialSun Number™: 88.04,"$175,515 ","$167,000 - $184,000","+$5,247 (+3.1 %)"
"3229 Chelsea Pl, Philadelphia, PA 19114",Sold 10/24/2019,"$235,000 ",3 bds,2 ba,"1,596 sqft",Condo,1965,,Forced air,Central,1 space,,,"$240,736 ","$229,000 - $253,000",+$655 (+0.3 %)
"10810 Rayland Rd, Philadelphia, PA 19154",Sold 10/24/2019,"$234,000 ",3 bds,3 ba,"1,360 sqft",Condo,1968,,Forced air,Central,1 space,,,"$234,689 ","$223,000 - $246,000","+$5,127 (+2.2 %)"
"6537 N Bouvier St, Philadelphia, PA 19126",Sold 10/24/2019,"$159,000 ",3 bds,1 ba,"1,246 sqft",Condo,1925,,Radiant,None,2 spaces,,,"$159,468 ","$151,000 - $167,000","+$5,242 (+3.4 %)"
"3204 Gurley Rd, Philadelphia, PA 19154",Sold 10/23/2019,"$235,000 ",3 bds,1 ba,"1,360 sqft",Condo,1962,,Forced air,Central,1 space,,,"$235,721 ","$224,000 - $248,000","-$3,904 (-1.6 %)"
"15 E Oxford St, Philadelphia, PA 19125",Sold 10/23/2019,"$890,000 ",3 bds,4 ba,,Multi Family,,,Forced air,Central,Attached Garage,,,"$892,732 ","$848,000 - $937,000","+$16,169 (+1.8 %)"
"4519 Pennypack St, Philadelphia, PA 19136",Sold 10/22/2019,"$189,900 ",3 bds,1 ba,"1,152 sqft",Condo,1962,,Forced air,Central,3 spaces,,,"$191,113 ","$182,000 - $201,000","+$5,534 (+3.0 %)"
"6421 Garman St, Philadelphia, PA 19142",Sold 10/22/2019,"$150,000 ",3 bds,1 ba,"1,223 sqft",Condo,1925,,Other,Central,1 space,$0/month,Limited solar potentialSun Number™: 52.86,"$150,479 ","$143,000 - $158,000","+$18,516 (+14.0 %)"
"366 Delmar St, Philadelphia, PA 19128",Sold 10/21/2019,"$216,000 ",3 bds,2 ba,"1,296 sqft",Condo,1999,,Forced air,Central,2 spaces,,,"$216,716 ","$206,000 - $228,000","-$14,552 (-6.3 %)"
"366 Delmar St, Philadelphia, PA 19128",Sold 10/21/2019,"$216,000 ",3 bds,2 ba,"1,296 sqft",Condo,1999,,Forced air,Central,2 spaces,,,"$216,716 ","$206,000 - $228,000","-$14,552 (-6.3 %)"
"1102 Mckean St, Philadelphia, PA 19148",Sold 10/18/2019,"$703,750 ",3 bds,4 ba,"2,508 sqft",Condo,2018,,Forced air,,,,,"$706,344 ","$671,000 - $742,000","+$13,536 (+2.0 %)"
"1923 N 8th St, Philadelphia, PA 19122",Sold 10/17/2019,"$229,900 ",3 bds,2 ba,"2,016 sqft",Multi Family,2002,2002,Forced air,Central,,,Great solar potentialSun Number™: 84.83,"$230,775 ","$219,000 - $242,000","+$4,585 (+2.0 %)"
"2742 Hellerman St, Philadelphia, PA 19149",Sold 10/17/2019,"$153,000 ",3 bds,1 ba,"1,200 sqft",Condo,1950,,Forced air,Central,1 space,,,"$153,582 ","$146,000 - $161,000","-$2,587 (-1.7 %)"
"12429 Balston Rd, Philadelphia, PA 19154",Sold 10/17/2019,"$250,000 ",3 bds,2 ba,"1,360 sqft",Condo,1973,,Forced air,Central,1 space,,,"$250,952 ","$238,000 - $263,000","-$3,320 (-1.3 %)"
"316 W Winona St, Philadelphia, PA 19144",Sold 10/17/2019,$900 ,3 bds,2 ba,"1,744 sqft",Apartment,1890,,Other,,,,,,,
"3136 Holly Rd, Philadelphia, PA 19154",Sold 10/16/2019,"$250,000 ",3 bds,2 ba,"1,152 sqft",Multi Family,1972,1972,Forced air,Central,1 space,,Good solar potentialSun Number™: 64.8,"$201,456 ","$183,000 - $222,000","-$5,197 (-2.5 %)"
"3550 W Crown Ave, Philadelphia, PA 19114",Sold 10/16/2019,"$225,000 ",3 bds,2 ba,"1,260 sqft",Condo,1964,,Forced air,Central,1 space,,,"$225,884 ","$215,000 - $237,000","-$1,797 (-0.8 %)"
"574 Pedley Rd, Philadelphia, PA 19128",Sold 10/15/2019,"$240,000 ",3 bds,2 ba,"1,216 sqft",Multi Family,1950,1950,Forced air,Central,1 space,,Candidate for a community solar programSun Number™: 21.62,"$240,973 ","$229,000 - $253,000","-$4,240 (-1.7 %)"
"511 Seville St, Philadelphia, PA 19128",Sold 10/15/2019,"$255,000 ",3 bds,1 ba,"1,200 sqft",Multi Family,1925,1925,Other,Central,,,Candidate for a community solar programSun Number™: 21.62,"$256,034 ","$243,000 - $269,000","-$1,745 (-0.7 %)"
"6448 N 15th St, Philadelphia, PA 19126",Sold 10/15/2019,"$229,900 ",3 bds,3 ba,"1,584 sqft",Condo,1915,,Forced air,Central,1 space,,,"$230,832 ","$219,000 - $242,000","+$3,670 (+1.6 %)"
"25 E Sharpnack St, Philadelphia, PA 19119",Sold 10/15/2019,"$160,000 ",3 bds,2 ba,"1,085 sqft",Multi Family,1925,1925,Forced air,Central,,,Limited solar potentialSun Number™: 43.24,"$165,669 ","$157,000 - $174,000",+$488 (+0.3 %)
"923 Brighton St, Philadelphia, PA 19111",Sold 10/15/2019,"$218,000 ",3 bds,3 ba,"1,592 sqft",Multi Family,1950,1950,Other,,2 spaces,,Candidate for a community solar programSun Number™: 21.64,"$218,884 ","$208,000 - $230,000",-$425 (-0.2 %)
"2401 Pennsylvania Ave APT 18B24, Philadelphia, PA 19130",Sold 10/11/2019,"$600,000 ",3 bds,2 ba,"2,086 sqft",Condo,1960,,Other,Central,1 space,"$1,122/month",,"$602,729 ","$573,000 - $633,000","+$11,139 (+1.9 %)"
"4230 Whiting Rd, Philadelphia, PA 19154",Sold 10/10/2019,"$215,000 ",3 bds,2 ba,"1,350 sqft",Condo,1973,,Forced air,Central,"Off street, On street",$0/month,,"$216,004 ","$205,000 - $227,000",+$694 (+0.3 %)
"6719 Gillespie St, Philadelphia, PA 19135",Sold 10/09/2019,"$169,900 ",3 bds,1 ba,"1,170 sqft",Condo,1950,,Forced air,Central,1 space,,,"$171,027 ","$162,000 - $180,000","+$13,285 (+8.4 %)"
"108 Roselyn St, Philadelphia, PA 19120",Sold 10/09/2019,"$123,000 ",3 bds,1 ba,"1,020 sqft",Condo,1928,,Other,None,1 space,,,"$123,876 ","$118,000 - $130,000","+$2,078 (+1.7 %)"
"3611 Canby Dr, Philadelphia, PA 19154",Sold 10/08/2019,"$239,900 ",3 bds,2 ba,"1,332 sqft",Condo,1955,,Forced air,Central,1 space,,,"$241,433 ","$229,000 - $254,000",+$887 (+0.4 %)
"6138 Vandike St, Philadelphia, PA 19135",Sold 10/04/2019,"$98,500 ",3 bds,2 ba,"1,056 sqft",Condo,1932,,Other,None,1 space,,,"$99,141 ","$94,000 - $104,000","+$2,944 (+3.1 %)"
"1611 Haworth St, Philadelphia, PA 19124",Sold 10/04/2019,"$80,000 ",3 bds,1 ba,"1,440 sqft",Multi Family,1945,1945,Forced air,None,,,Great solar potentialSun Number™: 93.64,"$80,432 ","$76,000 - $84,000",+$585 (+0.7 %)
"1041 Foster St, Philadelphia, PA 19116",Sold 10/04/2019,"$276,000 ",3 bds,3 ba,"1,395 sqft",Multi Family,1960,1960,Forced air,Central,1 space,,Candidate for a community solar programSun Number™: 21.62,"$277,527 ","$264,000 - $291,000",-$498 (-0.2 %)
"718 Princeton Ave, Philadelphia, PA 19111",Sold 10/01/2019,"$187,000 ",3 bds,2 ba,"1,054 sqft",Multi Family,1986,1986,Forced air,Central,1 space,,Great solar potentialSun Number™: 88.04,"$188,058 ","$179,000 - $197,000","+$7,750 (+4.3 %)"
"5638 Thomas Ave, Philadelphia, PA 19143",Sold 10/01/2019,"$125,000 ",3 bds,1 ba,"1,230 sqft",Condo,1920,,Forced air,Central,,,,"$125,722 ","$119,000 - $132,000",-$425 (-0.3 %)
"2743 Casimir St, Philadelphia, PA 19137",Sold 09/30/2019,"$199,000 ",3 bds,2 ba,"1,365 sqft",Condo,1925,,Forced air,Central,1 space,,,"$200,174 ","$190,000 - $210,000","+$3,690 (+1.9 %)"
"3520 Gloucester Ln, Philadelphia, PA 19114",Sold 09/30/2019,"$180,000 ",3 bds,2 ba,"1,260 sqft",Condo,1964,,Forced air,Central,1 space,,,"$181,062 ","$172,000 - $190,000","+$3,229 (+1.8 %)"
"3672 Essex Ln, Philadelphia, PA 19114",Sold 09/30/2019,"$229,800 ",3 bds,2 ba,"1,260 sqft",Condo,1964,,Forced air,Central,1 space,,,"$231,156 ","$220,000 - $243,000",+$868 (+0.4 %)
"2666 Welsh Rd, Philadelphia, PA 19152",Sold 09/30/2019,"$205,000 ",3 bds,3 ba,"2,052 sqft",Multi Family,1956,1956,Forced air,Central,1 space,,Great solar potentialSun Number™: 93.64,"$206,210 ","$196,000 - $217,000","+$3,274 (+1.6 %)"
"2666 Welsh Rd, Philadelphia, PA 19152",Sold 09/30/2019,"$205,000 ",3 bds,3 ba,"2,052 sqft",Multi Family,1956,1956,Forced air,Central,1 space,,Great solar potentialSun Number™: 93.64,"$206,210 ","$196,000 - $217,000","+$3,274 (+1.6 %)"
"1235 Levick St, Philadelphia, PA 19111",Sold 09/30/2019,"$160,000 ",3 bds,2 ba,"1,278 sqft",Condo,1947,,,,1 space,,,"$161,003 ","$153,000 - $169,000",+$595 (+0.4 %)
"2815 Shipley Rd, Philadelphia, PA 19152",Sold 09/30/2019,"$240,000 ",3 bds,2 ba,"1,164 sqft",Multi Family,1956,1956,Forced air,Central,1 space,,Great solar potentialSun Number™: 85.64,"$241,416 ","$229,000 - $253,000",+$74 (+0.0 %)
"1414 S 13th St, Philadelphia, PA 19147",Sold 09/30/2019,"$600,000 ",3 bds,3 ba,"1,968 sqft",Condo,1915,,Forced air,Central,,,,"$603,542 ","$573,000 - $634,000","+$7,067 (+1.2 %)"
"6349 Jackson St, Philadelphia, PA 19135",Sold 09/30/2019,"$160,000 ",3 bds,1 ba,"1,194 sqft",Condo,1950,,Other,Wall,1 space,,,"$161,296 ","$153,000 - $169,000","+$4,744 (+3.0 %)"
"605 Fountain St, Philadelphia, PA 19128",Sold 09/30/2019,"$256,000 ",3 bds,1 ba,"1,216 sqft",Multi Family,1950,1950,Forced air,Central,2 spaces,,Great solar potentialSun Number™: 93.62,"$257,511 ","$245,000 - $270,000","+$3,967 (+1.6 %)"
"500 Regatta Dr UNIT 2535, Philadelphia, PA 19146",Sold 09/30/2019,"$887,500 ",3 bds,2 ba,"2,060 sqft",Condo,2011,,Forced air,Central,2 spaces,$666/month,Candidate for a community solar programSun Number™: 21.63,"$892,739 ","$848,000 - $937,000","-$6,906 (-0.8 %)"
"6723 Oakland, Philadelphia, PA 19149",Sold 09/29/2019,"$175,000 ",3 bds,2 ba,"1,200 sqft",Multi Family,,,,,,,,"$176,054 ","$167,000 - $185,000",+$658 (+0.4 %)
"8102 Leon St, Philadelphia, PA 19136",Sold 09/27/2019,"$185,000 ",3 bds,1 ba,"1,132 sqft",Condo,1950,,Forced air,Central,1 space,,,"$186,159 ","$177,000 - $195,000",+$688 (+0.4 %)
"2201 Chestnut St, Philadelphia, PA 19103",Sold 09/27/2019,"$319,900 ",3 bds,1.5 ba,"1,350 sqft",Apartment,1950,,Forced air,Other,Off street,,,,,
"7042 Henry Ave, Philadelphia, PA 19128",Sold 09/26/2019,"$245,000 ",3 bds,1.5 ba,"1,110 sqft",Multi Family,1959,1959,Radiant,Central,1 space,,Great solar potentialSun Number™: 90.42,"$246,566 ","$234,000 - $259,000",+$907 (+0.4 %)
"1900 Rittenhouse Sq APT 5A, Philadelphia, PA 19103",Sold 09/26/2019,$2.34M,3 bds,5 ba,"3,616 sqft",Condo,1924,,Other,Central,,"$2,923/month",,"$2,352,441 ",$2.23M - $2.47M,"+$8,652 (+0.4 %)"
"3444 Holyoke Rd, Philadelphia, PA 19114",Sold 09/26/2019,"$208,000 ",3 bds,2 ba,"1,224 sqft",Multi Family,1960,1960,Forced air,Central,1 space,,Great solar potentialSun Number™: 88.53,"$209,329 ","$199,000 - $220,000",+$770 (+0.4 %)
"2646 Maxwell St, Philadelphia, PA 19152",Sold 09/26/2019,"$245,000 ",3 bds,3 ba,"1,591 sqft",Multi Family,1956,1956,Forced air,Central,2 spaces,,Great solar potentialSun Number™: 85.64,"$246,566 ","$234,000 - $259,000",+$907 (+0.4 %)
"570 W Clapier St, Philadelphia, PA 19144",Sold 09/26/2019,"$227,500 ",3 bds,2 ba,"1,562 sqft",Condo,1950,,,None,1 space,,,"$228,954 ","$218,000 - $240,000",+$842 (+0.4 %)
"3429 Cresson St, Philadelphia, PA 19129",,"$327,000 ",3 bds,2 ba,"1,200 sqft",Multi Family,1939,1939,Forced air,Central,,,Candidate for a community solar programSun Number™: 21.64,"$329,050 ","$313,000 - $346,000","+$1,216 (+0.4 %)"
"138 Race St #D, Philadelphia, PA 19106",Sold 09/24/2019,"$525,000 ",3 bds,2 ba,"2,000 sqft",Condo,2013,,Forced air,Central,,$250/month,,"$528,484 ","$502,000 - $555,000","+$1,923 (+0.4 %)"
"5538 N Lawrence St, Philadelphia, PA 19120",Sold 09/24/2019,"$159,900 ",3 bds,2 ba,"1,290 sqft",Multi Family,1930,,Forced air,Central,,,,"$160,961 ","$153,000 - $169,000",+$586 (+0.4 %)
"4116 Elbridge St, Philadelphia, PA 19135",Sold 09/23/2019,"$120,000 ",3 bds,1 ba,"1,280 sqft",Condo,1950,,Other,,1 space,,,"$120,811 ","$115,000 - $127,000",+$438 (+0.4 %)
"3517 Meridian St, Philadelphia, PA 19136",Sold 09/23/2019,"$175,000 ",3 bds,2 ba,"1,152 sqft",Condo,1955,,Forced air,None,1 space,,,"$176,182 ","$167,000 - $185,000",+$637 (+0.4 %)
"1027 Loney St, Philadelphia, PA 19111",Sold 09/23/2019,"$245,000 ",3 bds,3 ba,"1,461 sqft",Multi Family,1956,1956,Baseboard,Wall,1 space,,Candidate for a community solar programSun Number™: 21.64,"$246,655 ","$234,000 - $259,000",+$892 (+0.4 %)
"6339 Glenloch St, Philadelphia, PA 19135",Sold 09/19/2019,"$142,500 ",3 bds,2 ba,"1,046 sqft",Condo,1950,,Forced air,Wall,1 space,,,"$143,532 ","$136,000 - $151,000",+$508 (+0.4 %)
"2733 W Jefferson St, Philadelphia, PA 19121",Sold 09/18/2019,"$475,000 ",3 bds,4 ba,"2,300 sqft",Multi Family,2019,,Forced air,Central,,,,"$479,197 ","$455,000 - $503,000","+$1,572 (+0.3 %)"
"2633 S 13th St, Philadelphia, PA 19148",Sold 09/18/2019,"$235,000 ",3 bds,2 ba,960 sqft,Condo,1925,,Forced air,Central,On street,,,"$236,731 ","$225,000 - $249,000",+$833 (+0.4 %)
"2642 N Darien St, Philadelphia, PA 19133",Sold 09/18/2019,"$30,000 ",3 bds,1 ba,880 sqft,Condo,1920,,,None,,,,"$30,221 ","$29,000 - $32,000",+$106 (+0.4 %)
"4310 Oakmont St, Philadelphia, PA 19136",Sold 09/18/2019,"$179,900 ",3 bds,1 ba,"1,126 sqft",Condo,1950,,Forced air,Central,1 space,,,"$181,225 ","$172,000 - $190,000",+$637 (+0.4 %)
"325 E Pleasant St, Philadelphia, PA 19119",Sold 09/18/2019,"$150,500 ",3 bds,1 ba,"1,120 sqft",Condo,1968,,Forced air,Central,1 space,,,"$151,609 ","$144,000 - $159,000",+$534 (+0.4 %)
"6838 Finch Pl, Philadelphia, PA 19142",Sold 09/17/2019,"$85,000 ",3 bds,3 ba,"1,480 sqft",Condo,1965,,Heat pump,None,2 spaces,,,"$85,574 ","$81,000 - $90,000",+$237 (+0.3 %)
"4218 Levick St, Philadelphia, PA 19135",Sold 09/16/2019,"$108,000 ",3 bds,1 ba,"1,324 sqft",Condo,1950,,Baseboard,Wall,1 space,,,"$108,822 ","$103,000 - $114,000",+$378 (+0.3 %)
"198 Roselyn St, Philadelphia, PA 19120",Sold 09/16/2019,"$165,000 ",3 bds,2 ba,"1,350 sqft",Multi Family,1928,1928,Baseboard,None,1 space,,Great solar potentialSun Number™: 92.84,"$169,900 ","$161,000 - $178,000","+$4,222 (+2.5 %)"
"233 Chestnut Street #2ND FLOOR, Philadelphia, PA 19106",Sold 09/13/2019,"$975,000 ",3 bds,3 ba,"2,600 sqft",Condo,,,,,,,,"$982,781 ","$934,000 - $1.03M",
"2641 S Mole St, Philadelphia, PA 19145",Sold 09/13/2019,"$305,000 ",3 bds,2 ba,"1,026 sqft",Multi Family,1920,1920,Forced air,Central,,,Great solar potentialSun Number™: 80.03,"$307,434 ","$292,000 - $323,000","+$1,052 (+0.3 %)"
"3123 Fairfield St, Philadelphia, PA 19136",Sold 09/13/2019,"$204,900 ",3 bds,1 ba,"1,170 sqft",Condo,1954,,Forced air,Central,1 space,,,"$206,560 ","$196,000 - $217,000",+$702 (+0.3 %)
"1101 Locust St # 8F, Philadelphia, PA 19107",Sold 09/13/2019,$1.76M,3 bds,3 ba,"2,218 sqft",Condo,2007,,Other,Central,2 spaces,$379/month,,"$1,773,400 ",$1.68M - $1.86M,"-$14,370 (-0.8 %)"
"45 Sutton Sq SW UNIT 709, Washington, DC 20024",Sold 11/15/2019,$2.85M,3 bds,3 ba,"1,985 sqft",Condo,2017,,Forced air,Central,Attached Garage,"$1,842/month",,"$2,850,315 ",$2.71M - $2.99M,"-$91,830 (-3.1 %)"
"30 T St NE UNIT 2, Washington, DC 20002",,"$725,000 ",3 bds,3 ba,"1,716 sqft",Condo,1905,,Forced air,Central,,$200/month,,"$725,723 ","$689,000 - $762,000","-$24,230 (-3.2 %)"
"3139 Cherry Rd NE # 31, Washington, DC 20018",Sold 11/04/2019,"$337,000 ",3 bds,3 ba,"1,881 sqft",Condo,1979,,Forced air,Central,,$271/month,Great solar potentialSun Number™: 86.51,"$337,448 ","$321,000 - $354,000","+$46,227 (+15.9 %)"
