Address,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"370 Hillside Dr NW, Atlanta, GA 30342","$1,899,000 ",7 bds,8 ba,"6,320 sqft","$1,816,162 ",Single Family,2005,Forced air,Central,3 spaces,0.69 acres,Great solar potentialSun Numberâ„¢:Â 92.21,"$9,774 ","$7,416/mo","$1,693/mo",$665/mo,$0/mo
"1017 Kentucky Ave NE, Atlanta, GA 30306","$599,000 ",2 bds,1 ba,"1,265 sqft","$589,231 ",Single Family,1930,Forced air,Central,2 spaces,"4,443 sqft",Great solar potentialSun Numberâ„¢:Â 80.23,"$2,945 ","$2,201/mo",$534/mo,$210/mo,$0/mo
"1138 Coleman St SW, Atlanta, GA 30310","$240,000 ",3 bds,2 ba,"1,200 sqft","$235,216 ",Single Family,1945,Forced air,Central,3 spaces,"4,007 sqft",Great solar potentialSun Numberâ„¢:Â 86.62,"$1,222 ",$924/mo,$214/mo,$84/mo,$0/mo
"2920 Chilhowee Dr, Atlanta, GA 30331","$232,000 ",4 bds,3 ba,"2,676 sqft","$227,703 ",Single Family,2006,Forced air,Central,4 spaces,"9,938 sqft",Great solar potentialSun Numberâ„¢:Â 81.82,"$1,226 ",$893/mo,$207/mo,$81/mo,$45/mo
"1402 Defoors Dr NW, Atlanta, GA 30318","$300,000 ",2 bds,2 ba,"1,747 sqft","$292,531 ",Townhouse,1983,Forced air,Central,2 spaces,"1,698 sqft",Great solar potentialSun Numberâ„¢:Â 92.21,"$1,874 ","$1,101/mo",$268/mo,$105/mo,$400/mo
"431 Leonardo Ave NE, Atlanta, GA 30307","$525,000 ",4 bds,2 ba,"1,828 sqft","$515,561 ",Single Family,1982,Forced air,Central,,"8,712 sqft",Good solar potentialSun Numberâ„¢:Â 65.83,"$2,597 ","$1,927/mo",$486/mo,$184/mo,$0/mo
"1050 Stovall Blvd NE, Atlanta, GA 30319","$3,000,000 ",7 bds,7 ba,"9,147 sqft","$2,771,374 ",Single Family,2006,Forced air,Central,,0.82 acres,Great solar potentialSun Numberâ„¢:Â 92.21,"$15,440 ","$11,715/mo","$2,675/mo","$1,050/mo",$0/mo
"100 Lost Cove Dr SW, Atlanta, GA","$280,990 ",4 bds,3 ba,"2,890 sqft","$272,369 ",Single Family,2019,Forced air,Central,Attached Garage,,,"$1,426 ","$1,032/mo",$251/mo,$98/mo,$45/mo
"3936 Club Dr NE, Atlanta, GA 30319","$3,475,000 ",6 bds,8 ba,"9,583 sqft",,Single Family,2000,Forced air,Central,Attached Garage,2.18 acres,Great solar potentialSun Numberâ„¢:Â 92.21,"$17,885 ","$13,570/mo","$3,099/mo","$1,216/mo",$0/mo
"290 Georgia Ave SE, Atlanta, GA 30312","$625,000 ",4 bds,4 ba,"2,758 sqft","$612,008 ",Single Family,1920,Heat pump,Central,2 spaces,"7,143 sqft",,"$3,217 ","$2,441/mo",$557/mo,$219/mo,$0/mo
"4075 Peachtree Dunwoody Rd NE, Atlanta, GA","$1,695,000 ",4 bds,5 ba,"4,200 sqft","$1,617,647 ",Single Family,2019,Forced air,Central,Attached Garage,0.57 acres,,"$8,724 ","$6,619/mo","$1,511/mo",$593/mo,$0/mo
"1581 Gilstrap Ln NW, Atlanta, GA 30318","$475,000 ",4 bds,3 ba,"2,216 sqft","$462,299 ",Single Family,2005,Forced air,Central,2 spaces,"3,920 sqft",Great solar potentialSun Numberâ„¢:Â 89.81,"$2,450 ","$1,744/mo",$424/mo,$166/mo,$116/mo
"3444 Tuxedo Rd NW, Atlanta, GA 30305","$3,995,000 ",6 bds,9 ba,"6,513 sqft","$3,734,906 ",Single Family,2006,Forced air,Central,3 spaces,1 acre,Great solar potentialSun Numberâ„¢:Â 92.21,"$20,640 ","$15,601/mo","$3,562/mo","$1,398/mo",$79/mo
"658 Narrow Ave SE, Atlanta, GA 30312","$384,900 ",3 bds,3 ba,"1,224 sqft","$376,640 ",Single Family,2008,Forced air,Central,,"2,003 sqft",Limited solar potentialSun Numberâ„¢:Â 56.23,"$1,891 ","$1,413/mo",$343/mo,$135/mo,$0/mo
"1100 Abercorn Dr SW, Atlanta, GA 30331","$248,284 ",6 bds,5 ba,"2,786 sqft","$248,284 ",Single Family,2004,Forced air,Central,,0.45 acres,Great solar potentialSun Numberâ„¢:Â 87.41,"$1,220 ",$912/mo,$221/mo,$87/mo,$0/mo
"1611 Belmont Ave SW, Atlanta, GA 30310","$249,000 ",3 bds,2 ba,"1,516 sqft","$241,308 ",Single Family,1950,Forced air,Central,1 space,"9,230 sqft",Candidate for a community solar programSun Numberâ„¢:Â 20.22,"$1,268 ",$958/mo,$222/mo,$87/mo,$0/mo
"1290 Westboro Dr SW, Atlanta, GA 30310","$199,900 ",2 bds,2 ba,"1,000 sqft","$196,057 ",Single Family,1950,Forced air,Central,3 spaces,"7,200 sqft",Candidate for a community solar programSun Numberâ„¢:Â 20.22,"$1,018 ",$769/mo,$178/mo,$70/mo,$0/mo
"667 John Wesley Dobbs Ave NE, Atlanta, GA 30312","$725,000 ",3 bds,4 ba,"2,070 sqft","$719,436 ",Single Family,2007,Heat pump,Central,2 spaces,"3,484 sqft",Great solar potentialSun Numberâ„¢:Â 91.43,"$3,731 ","$2,831/mo",$646/mo,$254/mo,$0/mo
"2041 Joseph E Boone Blvd NW, Atlanta, GA 30314","$190,000 ",6 bds,3 ba,"2,448 sqft","$186,154 ",Single Family,2007,Forced air,Central,2 spaces,"7,579 sqft",Good solar potentialSun Numberâ„¢:Â 69.82,$967 ,$731/mo,$169/mo,$67/mo,$0/mo
"2055 Grant Rd SW, Atlanta, GA 30331","$229,000 ",3 bds,2 ba,"1,716 sqft","$220,277 ",Single Family,1950,"Forced air, Heat pump, Other",None,8 spaces,0.99 acres,Great solar potentialSun Numberâ„¢:Â 75.43,"$1,166 ",$881/mo,$204/mo,$80/mo,$0/mo
"295 Glen Iris Dr NE, Atlanta, GA 30312","$631,385 ",4 bds,3.5 ba,"2,450 sqft","$631,385 ",Single Family,2018,Forced air,Central,Attached Garage,"8,416 sqft",Limited solar potentialSun Numberâ„¢:Â 53.83,"$3,214 ","$2,430/mo",$563/mo,$221/mo,$0/mo
"1180 Vickers St SE, Atlanta, GA 30316","$237,000 ",3 bds,3 ba,"1,740 sqft","$230,688 ",Single Family,1988,Forced air,Central,1 space,"6,882 sqft",Candidate for a community solar programSun Numberâ„¢:Â 20.23,"$1,206 ",$912/mo,$211/mo,$83/mo,$0/mo
"3594 Revere Rd SW, Atlanta, GA 30331","$187,500 ",3 bds,2 ba,"2,084 sqft","$186,116 ",Single Family,1960,Forced air,Other,Attached Garage,0.52 acres,Great solar potentialSun Numberâ„¢:Â 81.81,$954 ,$722/mo,$167/mo,$66/mo,$0/mo
"3700 Bakers Ferry Rd SW, Atlanta, GA 30331","$235,000 ",4 bds,3 ba,"2,220 sqft",,Single Family,1932,Forced air,Central,Attached Garage,0.31 acres,Great solar potentialSun Numberâ„¢:Â 92.21,"$1,196 ",$904/mo,$210/mo,$82/mo,$0/mo
"301 Orleans St SE, Atlanta, GA 30312","$519,000 ",3 bds,2 ba,"2,020 sqft","$509,610 ",Single Family,1990,Forced air,Central,"Off street, On street","6,185 sqft",Great solar potentialSun Numberâ„¢:Â 86.63,"$2,550 ","$1,905/mo",$463/mo,$182/mo,$0/mo
"4222 Conway Valley Rd NW, Atlanta, GA 30327","$874,000 ",4 bds,4 ba,"3,103 sqft",,Single Family,1980,Forced air,Central,4 spaces,1.28 acres,Limited solar potentialSun Numberâ„¢:Â 57.01,"$4,498 ","$3,413/mo",$779/mo,$306/mo,$0/mo
"979 Cato St NW, Atlanta, GA 30318","$66,000 ",3 bds,1 ba,"1,323 sqft",,Single Family,1930,Forced air,Central,,"8,451 sqft",Limited solar potentialSun Numberâ„¢:Â 41.02,$353 ,$271/mo,$59/mo,$23/mo,$0/mo
"1388 Liberty Pkwy NW, Atlanta, GA 30318","$272,500 ",3 bds,4 ba,"1,326 sqft","$266,636 ",Townhouse,2005,Forced air,Central,1 space,653 sqft,Great solar potentialSun Numberâ„¢:Â 80.21,"$1,654 ","$1,000/mo",$243/mo,$95/mo,$315/mo
"62 Blackland Rd NW, Atlanta, GA 30342","$1,150,000 ",4 bds,4 ba,"6,119 sqft","$1,092,864 ",Single Family,1960,Forced air,Central,Attached Garage,1 acre,Great solar potentialSun Numberâ„¢:Â 92.21,"$5,919 ","$4,491/mo","$1,025/mo",$403/mo,$0/mo
"491 Collier Rd NW, Atlanta, GA 30318","$774,000 ",4 bds,4 ba,"2,952 sqft","$763,708 ",Single Family,1932,Forced air,Central,2 spaces,0.39 acres,Candidate for a community solar programSun Numberâ„¢:Â 20.21,"$3,984 ","$3,023/mo",$690/mo,$271/mo,$0/mo
"274 Josephine St NE, Atlanta, GA 30307","$559,900 ",3 bds,3 ba,"1,800 sqft","$544,489 ",Single Family,2019,Forced air,Central,3 spaces,"4,199 sqft",Great solar potentialSun Numberâ„¢:Â 77.83,"$2,769 ","$2,056/mo",$518/mo,$196/mo,$0/mo
"788 Mercer St SE, Atlanta, GA","$690,000 ",4 bds,4 ba,"2,710 sqft",,Single Family,2019,Forced air,Central,2 spaces,"8,537 sqft",Candidate for a community solar programSun Numberâ„¢:Â 20.23,"$3,551 ","$2,695/mo",$615/mo,$242/mo,$0/mo
"123 Vanira Ave SE, Atlanta, GA 30315","$300,000 ",4 bds,2 ba,"1,254 sqft",,Single Family,1925,Forced air,Central,2 spaces,"3,998 sqft",Limited solar potentialSun Numberâ„¢:Â 45.03,"$1,474 ","$1,101/mo",$268/mo,$105/mo,$0/mo
"33 Chappell Rd NW, Atlanta, GA 30314","$140,000 ",2 bds,2 ba,"1,280 sqft","$135,700 ",Single Family,1940,None,None,,"8,712 sqft",Limited solar potentialSun Numberâ„¢:Â 45.02,$713 ,$539/mo,$125/mo,$49/mo,$0/mo
