Address,Sold date,Sold price,Bedrooms,Bathrooms,Area,Type,Year built,Last remodel year,Heating,Cooling,Parking,HOA / Lot,Sunscore,Zestimate,Zestimate range,Last 30 day change
"1460 Moray St SW, Atlanta, GA 30311",3D Homes Icon3D Home,"$218,000 ",4 bds,2 ba,"1,428 sqft",Single Family,1940,2019,Forced air,Central,2 spaces,"6,708 sqft",,"$218,592 ","$201,000 - $236,000",-$31 (-0.0 %)
"945 Cascade Rd SW, Atlanta, GA 30311",Sold 07/30/2019,"$130,000 ",4 bds,2 ba,"1,269 sqft",Single Family,1954,,Forced air,Central,1 space,0.4 acres,,"$257,350 ","$224,000 - $299,000","-$11,364 (-4.2 %)"
"384 Angier Ct NE, Atlanta, GA 30312",Sold 07/30/2019,"$550,000 ",4 bds,2.5 ba,"3,000 sqft",Single Family,1992,2018,Forced air,Central,2 spaces,0.25 acres,Great solar potentialSun Number™: 91.43,"$551,494 ","$507,000 - $596,000",-$77 (-0.0 %)
"995 Rosedale Rd NE, Atlanta, GA 30306",Sold 07/29/2019,$1.13M,4 bds,3.5 ba,"3,330 sqft",Single Family,1924,1924,Forced air,Central,,0.25 acres,,"$1,130,006 ",$1.07M - $1.19M,"+$5,300 (+0.5 %)"
"288 Ferguson St NE, Atlanta, GA 30307",Sold 07/29/2019,"$842,000 ",4 bds,4 ba,"3,121 sqft",Single Family,1912,1912,Forced air,Central,Off street,"8,712 sqft",,"$842,750 ","$801,000 - $885,000","+$3,952 (+0.5 %)"
"3125 Abbey Dr SW, Atlanta, GA 30331",Sold 07/29/2019,"$365,000 ",7 bds,5 ba,"4,600 sqft",Single Family,2006,2006,Forced air,Central,4 spaces,1 acre,,"$366,007 ","$337,000 - $395,000",-$46 (-0.0 %)
"4054 Lyon Blvd SW, Atlanta, GA 30331",Sold 07/29/2019,"$650,000 ",5 bds,7 ba,"4,514 sqft",Single Family,2003,2003,Forced air,Central,Attached Garage,0.37 acres,,"$651,794 ","$600,000 - $704,000",-$124 (-0.0 %)
"364 Woodmill Way SW, Atlanta, GA 30331",Sold 07/29/2019,"$331,884 ",5 bds,4 ba,"2,835 sqft",Single Family,2019,,Forced air,Central,Attached Garage,,,"$332,800 ","$306,000 - $359,000",-$41 (-0.0 %)
"370 Prestmoor Pl SW, Atlanta, GA 30331",Sold 07/29/2019,"$398,000 ",4 bds,5 ba,"4,755 sqft",Single Family,1998,,Forced air,Central,Attached Garage,0.45 acres,,"$381,710 ","$359,000 - $401,000","+$4,742 (+1.3 %)"
"167 Daniel Ave SE, Atlanta, GA 30317",Sold 07/29/2019,"$582,900 ",4 bds,2.5 ba,"2,872 sqft",Single Family,2009,2009,Forced air,Central,Attached Garage,0.3 acres,,"$583,419 ","$554,000 - $613,000","+$2,736 (+0.5 %)"
"2197 Polar Rock Ter SW, Atlanta, GA 30315",Sold 07/26/2019,"$180,000 ",4 bds,2 ba,"1,000 sqft",Single Family,1955,1965,Baseboard,Central,1 space,"9,600 sqft",,"$180,521 ","$166,000 - $195,000",-$13 (-0.0 %)
"3768 Portsmouth Way, Atlanta, GA 30331",Sold 07/26/2019,"$212,415 ",4 bds,3 ba,#NAME?,Single Family,2018,2018,Electric,Central,Attached Garage,"6,534 sqft",,"$213,029 ","$196,000 - $230,000",-$16 (-0.0 %)
"2260 Bolling Brook Dr SW, Atlanta, GA 30311",Sold 07/26/2019,"$190,000 ",4 bds,2 ba,"1,269 sqft",Single Family,1959,1959,Forced air,Central,,0.36 acres,,"$190,549 ","$175,000 - $206,000",-$15 (-0.0 %)
"486 Blake Ave SE, Atlanta, GA 30316",Sold 07/26/2019,"$650,000 ",4 bds,3 ba,"2,543 sqft",Single Family,2019,2019,Forced air,Central,Detached Garage,"8,276 sqft",,"$650,573 ","$618,000 - $683,000","+$3,146 (+0.5 %)"
"685 Highland Oaks Dr SW, Atlanta, GA 30331",Sold 07/26/2019,"$484,000 ",5 bds,5 ba,"3,909 sqft",Single Family,2005,2005,Forced air,Central,Attached Garage,1.23 acres,Great solar potentialSun Number™: 90.63,"$485,401 ","$447,000 - $524,000",-$36 (-0.0 %)
"1360 Akridge St NW, Atlanta, GA 30314",Sold 07/26/2019,"$105,000 ",4 bds,3 ba,"1,080 sqft",Single Family,1941,,Other,None,,"7,492 sqft",,"$61,424 ","$57,000 - $67,000",+$687 (+1.1 %)
"273 Memorial Ter SE, Atlanta, GA 30316",Sold 07/26/2019,"$557,500 ",5 bds,5 ba,"3,050 sqft",Single Family,2019,2019,Forced air,Central,1 space,"8,712 sqft",,"$557,991 ","$530,000 - $586,000","+$2,698 (+0.5 %)"
"4475 Danforth Rd SW, Atlanta, GA 30331",Sold 07/26/2019,"$310,000 ",4 bds,4 ba,"3,821 sqft",Single Family,2003,2003,Forced air,Central,"Carport, Attached Garage",0.64 acres,,"$361,362 ","$336,000 - $387,000","-$2,436 (-0.7 %)"
"1724 Donald Lee Hollowell Pkwy NW, Atlanta, GA 30318",Sold 07/26/2019,"$75,000 ",4 bds,2 ba,"1,400 sqft",Single Family,1940,1985,Forced air,Central,,0.44 acres,,"$172,866 ","$131,000 - $211,000","+$22,929 (+15.3 %)"
"582 Larchmont Dr NW, Atlanta, GA 30318",Sold 07/25/2019,"$243,000 ",4 bds,2.5 ba,"2,500 sqft",Single Family,2007,,Other,Central,2 spaces,0.5 acres,,"$243,714 ","$224,000 - $263,000",-$14 (-0.0 %)
"769 Ponce De Leon Pl NE, Atlanta, GA 30306",Sold 07/25/2019,"$912,000 ",4 bds,4 ba,"2,582 sqft",Single Family,1930,1985,Forced air,Central,4 spaces,"7,840 sqft",,"$914,680 ","$842,000 - $988,000",-$53 (-0.0 %)
"3456 Thompson Dr NW, Atlanta, GA 30331",Sold 07/25/2019,"$179,900 ",6 bds,3 ba,"1,900 sqft",Single Family,1961,1961,Forced air,Central,4 spaces,"10,454 sqft",,"$180,428 ","$166,000 - $195,000",-$11 (-0.0 %)
"3266 Wellington Walk SW, Atlanta, GA 30331",Sold 07/25/2019,"$200,000 ",4 bds,3 ba,"1,742 sqft",Single Family,2006,,Forced air,Central,"On street, Attached Garage",0.33 acres,,"$200,587 ","$185,000 - $217,000",-$12 (-0.0 %)
"2150 Memorial Dr SE, Atlanta, GA 30317",,"$410,000 ",4 bds,2.5 ba,"2,252 sqft",Single Family,1998,,Forced air,Central,Attached Garage,0.3 acres,,"$410,360 ","$390,000 - $431,000","+$2,004 (+0.5 %)"
"2168 Cypress Ln SW, Atlanta, GA 30331",Sold 07/24/2019,"$161,000 ",4 bds,3 ba,"1,422 sqft",Townhouse,2018,,Forced air,Central,,,,"$161,480 ","$149,000 - $174,000",-$7 (-0.0 %)
"140 Estoria St SE, Atlanta, GA 30316",Sold 07/24/2019,"$803,000 ",4 bds,2.5 ba,"2,255 sqft",Single Family,2013,2013,Forced air,Central,4 spaces,"7,405 sqft",,"$805,395 ","$741,000 - $870,000",-$34 (-0.0 %)
"2872 Fairburn Pl SW, Atlanta, GA 30331",Sold 07/24/2019,"$324,000 ",5 bds,5 ba,"3,222 sqft",Single Family,2001,2006,"Forced air, Heat pump",Central,2 spaces,2.1 acres,,"$280,418 ","$261,000 - $294,000","-$34,316 (-10.9 %)"
"235 Gunnison Pl SW, Atlanta, GA 30331",Sold 07/24/2019,$5.31M,4 bds,2 ba,"2,809 sqft",Single Family,2006,2006,Forced air,"Central, Other",2 spaces,0.47 acres,,"$229,257 ","$218,000 - $241,000",-$653 (-0.3 %)
"2713 Elkmont Rdg SW, Atlanta, GA 30331",Sold 07/24/2019,$5.31M,5 bds,3 ba,"2,644 sqft",Single Family,2005,2005,Forced air,Central,,0.35 acres,,"$226,633 ","$215,000 - $238,000","+$1,475 (+0.7 %)"
"4995 Cascade Hills Cir SW, Atlanta, GA 30331",Sold 07/24/2019,$5.31M,4 bds,2.5 ba,"2,550 sqft",Single Family,2001,2001,Forced air,Central,,0.37 acres,,"$242,899 ","$228,000 - $257,000","+$8,808 (+3.8 %)"
"2186 Cypress Ln SW, Atlanta, GA 30331",Sold 07/23/2019,"$158,000 ",4 bds,2.5 ba,"1,397 sqft",Townhouse,2018,,Forced air,Central,,"4,356 sqft",,"$158,478 ","$146,000 - $171,000",-$4 (-0.0 %)
"4919 Wewatta St SW, Atlanta, GA 30331",Sold 07/23/2019,"$260,000 ",5 bds,3 ba,"3,984 sqft",Single Family,2006,2006,"Forced air, Other",Central,2 spaces,,,"$260,787 ","$240,000 - $282,000",-$6 (-0.0 %)
"1372 Allene Ave SW, Atlanta, GA 30310",Sold 07/23/2019,"$232,500 ",5 bds,2.5 ba,"2,218 sqft",Single Family,2003,2003,Other,Central,2 spaces,"6,499 sqft",,"$279,720 ","$243,000 - $319,000","+$33,262 (+13.5 %)"
"767 Terry St SE, Atlanta, GA 30315",Sold 07/23/2019,"$344,000 ",4 bds,4 ba,"2,479 sqft",Single Family,2008,,Forced air,Central,,"6,272 sqft",,"$434,825 ","$396,000 - $470,000","+$38,865 (+9.8 %)"
"207 Laurel Ave SW, Atlanta, GA 30314",Sold 07/23/2019,"$340,000 ",4 bds,2 ba,"1,617 sqft",Single Family,1948,,Forced air,Central,,"6,290 sqft",,"$341,029 ","$314,000 - $368,000",-$9 (-0.0 %)
"6217 Selborn Dr SW, Atlanta, GA 30331",Sold 07/23/2019,"$220,000 ",4 bds,2.5 ba,"2,270 sqft",Single Family,2005,,Forced air,Central,Attached Garage,"10,188 sqft",,"$220,666 ","$203,000 - $238,000",-$6 (-0.0 %)
"7919 Wewatta St, South Fulton, GA 30331",Sold 07/23/2019,"$260,000 ",5 bds,3 ba,"3,984 sqft",Single Family,2007,2007,Forced air,Central,,0.45 acres,,"$260,787 ","$240,000 - $282,000",-$6 (-0.0 %)
"1137 Cascade Rd SW, Atlanta, GA 30311",Sold 07/23/2019,"$10,000 ",4 bds,2 ba,"1,629 sqft",Single Family,1950,1975,Forced air,Central,,0.26 acres,,"$255,925 ","$215,000 - $287,000","+$10,659 (+4.3 %)"
"297 Ormond St SE, Atlanta, GA 30315",Sold 07/22/2019,"$590,000 ",5 bds,4 ba,"2,654 sqft",Single Family,1996,1996,Forced air,Central,,"6,299 sqft",,"$591,812 ","$544,000 - $639,000",-$6 (-0.0 %)
"644 Clifton Rd SE, Atlanta, GA 30316",Sold 07/22/2019,"$475,000 ",4 bds,3 ba,"2,250 sqft",Single Family,1950,,Forced air,Central,Detached Garage,"8,712 sqft",,"$428,030 ","$351,000 - $475,000","+$6,139 (+1.5 %)"
"3150 Lovell Dr SW, Atlanta, GA 30311",Sold 07/22/2019,"$362,000 ",4 bds,3 ba,"1,773 sqft",Single Family,1999,1999,"Forced air, Other",Central,2 spaces,0.41 acres,,"$363,112 ","$334,000 - $392,000",-$3 (-0.0 %)
"625 Kennolia Dr SW, Atlanta, GA 30310",Sold 07/22/2019,"$195,000 ",4 bds,2 ba,"2,070 sqft",Single Family,1945,1985,Other,Central,,0.26 acres,,"$324,941 ","$273,000 - $364,000","+$66,435 (+25.7 %)"
"3585 Ingledale Dr SW, Atlanta, GA 30331",Sold 07/22/2019,"$129,000 ",4 bds,2 ba,"2,114 sqft",Single Family,1959,1959,Forced air,Central,,0.4 acres,,"$166,830 ","$142,000 - $190,000","-$4,020 (-2.4 %)"
"212 Wellington St SW, Atlanta, GA 30314",Sold 07/21/2019,"$160,000 ",6 bds,3 ba,"2,746 sqft",Single Family,1930,1930,Other,Central,,"10,001 sqft",,"$160,498 ","$148,000 - $173,000",+$1 (+0.0 %)
"1812 Glenview Dr SW, Atlanta, GA 30331",Sold 07/21/2019,"$127,500 ",4 bds,3 ba,"1,660 sqft",Single Family,1960,1960,Forced air,Central,2 spaces,0.45 acres,,"$245,665 ","$233,000 - $258,000",+$53 (+0.0 %)
"3719 Winfield Ct SW, Atlanta, GA 30331",Sold 07/19/2019,"$217,000 ",4 bds,3 ba,"2,250 sqft",Single Family,2000,2009,Forced air,Central,2 spaces,"9,147 sqft",,"$217,695 ","$200,000 - $235,000",+$8 (+0.0 %)
"2835 Tee Rd SW, Atlanta, GA 30311",Sold 07/19/2019,"$205,000 ",4 bds,3 ba,"2,718 sqft",Single Family,2005,,Forced air,Central,Attached Garage,0.34 acres,,"$205,657 ","$189,000 - $222,000",+$8 (+0.0 %)
"1161 Clark St NW, Atlanta, GA 30318",Sold 07/19/2019,"$100,000 ",4 bds,2 ba,"1,384 sqft",Single Family,2003,2003,Forced air,Central,4 spaces,0.28 acres,,"$100,320 ","$92,000 - $108,000",+$4 (+0.0 %)
"3261 Donnebrook Ln SE, Atlanta, GA 30354",Sold 07/19/2019,"$170,000 ",4 bds,1.5 ba,"1,326 sqft",Single Family,1967,1967,Forced air,Central,,"8,973 sqft",,"$170,545 ","$157,000 - $184,000",+$7 (+0.0 %)
"1865 Sylvan Ridge Dr SW, Atlanta, GA 30310",Sold 07/19/2019,"$264,900 ",4 bds,2.5 ba,"1,660 sqft",Single Family,1948,1948,Forced air,Central,,"10,799 sqft",,"$265,749 ","$244,000 - $287,000",+$11 (+0.0 %)
"2451 Springdale Rd SW, Atlanta, GA 30315",Sold 07/19/2019,"$179,900 ",4 bds,2.5 ba,"2,880 sqft",Single Family,1968,1968,Forced air,Central,,0.29 acres,,"$180,476 ","$166,000 - $195,000",+$7 (+0.0 %)
"775 Olympian Dr SW, Atlanta, GA 30310",Sold 07/19/2019,"$352,500 ",4 bds,2 ba,"1,136 sqft",Single Family,1945,,,Central,,"8,699 sqft",,"$307,907 ","$243,000 - $369,000","-$18,357 (-5.6 %)"
"205 Wilbur Ave SE # B, Atlanta, GA 30316",Sold 07/19/2019,"$675,000 ",4 bds,3 ba,"2,767 sqft",Townhouse,2019,2019,Forced air,Central,Attached Garage,,,"$677,164 ","$623,000 - $731,000",+$27 (+0.0 %)
"669 Grady Pl SW, Atlanta, GA 30310",Sold 07/19/2019,"$390,000 ",4 bds,2 ba,"2,443 sqft",Single Family,1920,1965,Forced air,Central,,"8,015 sqft",,"$391,250 ","$360,000 - $423,000",+$15 (+0.0 %)
"4152 Woodland Park Dr SW, Atlanta, GA 30331",Sold 07/19/2019,"$244,050 ",4 bds,3.5 ba,"1,900 sqft",Single Family,2019,,Forced air,Central,Attached Garage,"8,786 sqft",,"$244,832 ","$225,000 - $264,000",+$10 (+0.0 %)
"3719 Winfield Ct SW # 1, Atlanta, GA 30331",Sold 07/19/2019,"$217,000 ",4 bds,3 ba,#NAME?,Single Family,2000,,Forced air,Central,,"9,147 sqft",,"$217,695 ","$200,000 - $235,000",+$8 (+0.0 %)
"874 Oakland Dr SW, Atlanta, GA 30310",Sold 07/19/2019,"$224,000 ",4 bds,3 ba,100 sqft,Single Family,1930,1995,Forced air,"Central, Other",4 spaces,"7,797 sqft",,"$224,718 ","$207,000 - $243,000",+$9 (+0.0 %)
"1721 Clifton Way SE, Atlanta, GA 30316",Sold 07/19/2019,"$370,000 ",4 bds,2 ba,"1,592 sqft",Single Family,1950,1950,Forced air,Central,1 space,0.3 acres,,"$370,318 ","$352,000 - $389,000","+$1,917 (+0.5 %)"
"320 Freeman Ter SW, Atlanta, GA 30331",Sold 07/19/2019,"$440,000 ",5 bds,4.5 ba,"3,912 sqft",Single Family,2018,,,,,0.49 acres,,"$441,410 ","$406,000 - $477,000",+$17 (+0.0 %)
"115 Olde Overlook Ct SW, Atlanta, GA 30331",Sold 07/18/2019,"$382,000 ",5 bds,4.5 ba,"4,864 sqft",Single Family,1995,1995,Forced air,Central,1 space,0.46 acres,Great solar potentialSun Number™: 92.21,"$383,241 ","$353,000 - $414,000",+$21 (+0.0 %)
"1428 Stone Bay Dr SW, Atlanta, GA 30331",Sold 07/18/2019,"$257,650 ",5 bds,3 ba,"3,364 sqft",Single Family,2008,,Forced air,Central,2 spaces,"7,579 sqft",,"$258,487 ","$238,000 - $279,000",+$14 (+0.0 %)
"950 White St SW, Atlanta, GA 30310",Sold 07/17/2019,"$365,000 ",4 bds,2 ba,"1,596 sqft",Single Family,2005,,Forced air,Central,,"6,621 sqft",,"$366,202 ","$337,000 - $395,000",+$26 (+0.0 %)
"1296 Iverson St NE, Atlanta, GA 30307",Sold 07/16/2019,"$835,000 ",4 bds,3 ba,"2,500 sqft",Single Family,2013,,Forced air,Central,"Off street, Attached Garage","4,356 sqft",,"$835,711 ","$794,000 - $877,000","+$4,448 (+0.5 %)"
"2165 Cypress Ln SW, Atlanta, GA 30331",Sold 07/16/2019,"$159,900 ",4 bds,3 ba,"1,422 sqft",Townhouse,2019,,Forced air,Central,,,,"$160,434 ","$148,000 - $173,000",+$15 (+0.0 %)
"1284 Lockwood Dr SW, Atlanta, GA 30311",Sold 07/16/2019,"$147,000 ",4 bds,2 ba,"1,056 sqft",Single Family,1955,,Forced air,Central,Off street,"7,449 sqft",,"$147,490 ","$136,000 - $159,000",+$12 (+0.0 %)
"263 Pearl St SE, Atlanta, GA 30316",Sold 07/16/2019,"$660,000 ",4 bds,4 ba,"2,800 sqft",Single Family,2006,,"Forced air, Heat pump",Central,2 spaces,"3,920 sqft",,"$662,204 ","$609,000 - $715,000",+$59 (+0.0 %)
"661 Vernon Ave SE, Atlanta, GA 30316",Sold 07/15/2019,"$686,000 ",5 bds,3 ba,"2,584 sqft",Single Family,2007,2007,Forced air,Central,4 spaces,"9,365 sqft",,"$688,321 ","$633,000 - $743,000",+$72 (+0.0 %)
"2180 Niskey Lake Rd SW, Atlanta, GA 30331",Sold 07/15/2019,"$80,000 ",5 bds,3 ba,888 sqft,Single Family,1957,1957,Forced air,Central,"Carport, Attached Garage",0.34 acres,,"$104,934 ","$79,000 - $134,000","+$5,158 (+5.2 %)"
"2697 Bluestone Dr SW, Atlanta, GA 30331",Sold 07/15/2019,"$239,900 ",4 bds,2 ba,"2,502 sqft",Single Family,2008,2008,Forced air,Central,,0.32 acres,,"$240,711 ","$221,000 - $260,000",+$25 (+0.0 %)
"778 Delmar Ave SE, Atlanta, GA 30312",Sold 07/15/2019,"$800,000 ",4 bds,3 ba,"2,320 sqft",Single Family,1924,1965,Forced air,Other,Off street,0.34 acres,,"$660,309 ","$601,000 - $753,000","+$23,843 (+3.7 %)"
"1141 2nd St NW, Atlanta, GA 30318",Sold 07/15/2019,"$90,000 ",4 bds,1.5 ba,"1,323 sqft",Single Family,2005,2005,Forced air,Central,,"7,013 sqft",,"$147,080 ","$113,000 - $188,000",-$480 (-0.3 %)
"1999 Fremont St SE, Atlanta, GA 30315",Sold 07/12/2019,"$110,000 ",4 bds,1.5 ba,"1,274 sqft",Single Family,2005,2005,Forced air,Central,,0.36 acres,,"$133,725 ","$104,000 - $152,000","+$6,825 (+5.4 %)"
"959 Custer Ave SE, Atlanta, GA 30316",Sold 07/12/2019,"$600,000 ",4 bds,4 ba,"3,000 sqft",Single Family,2019,,Forced air,"Central, Other",Detached Garage,0.28 acres,,"$602,111 ","$554,000 - $650,000",+$93 (+0.0 %)
"1000 Katherwood Dr SW, Atlanta, GA 30310",Sold 07/12/2019,"$301,000 ",4 bds,3 ba,"2,200 sqft",Single Family,1930,,Forced air,Central,1 space,"7,492 sqft",,"$302,059 ","$278,000 - $326,000",+$47 (+0.0 %)
"2688 Bluestone Dr SW, Atlanta, GA 30331",Sold 07/12/2019,"$305,000 ",5 bds,4 ba,"3,363 sqft",Single Family,2016,2016,Gas,,6 spaces,0.5 acres,Good solar potentialSun Number™: 63.43,"$306,073 ","$282,000 - $331,000",+$47 (+0.0 %)
"3756 Hampshire Walk, Atlanta, GA 30331",Sold 07/12/2019,"$211,200 ",4 bds,3 ba,"2,361 sqft",Single Family,2018,,Electric,Central,10 spaces,"5,663 sqft",,"$211,943 ","$195,000 - $229,000",+$33 (+0.0 %)
"483 Fairlane Cir NW, Atlanta, GA 30331",Sold 07/12/2019,"$160,000 ",5 bds,2.5 ba,"1,622 sqft",Single Family,2004,2004,Forced air,Central,3 spaces,"9,469 sqft",,"$160,562 ","$148,000 - $173,000",+$24 (+0.0 %)
"5476 Stone Cove Dr SW, Atlanta, GA 30331",Sold 07/12/2019,"$317,500 ",5 bds,4 ba,"4,064 sqft",Single Family,2009,,Forced air,Central,,0.29 acres,,"$296,775 ","$273,000 - $321,000","-$17,047 (-5.4 %)"
"351 Fairburn Rd NW, Atlanta, GA 30331",Sold 07/12/2019,"$65,000 ",4 bds,2 ba,"1,159 sqft",Single Family,1940,2010,Forced air,Central,,0.29 acres,,,,
"497 Rosemont Dr, Decatur, GA 30032",Sold 07/12/2019,"$485,000 ",4 bds,3 ba,"3,111 sqft",Single Family,2015,,"Forced air, Heat pump",Central,5 spaces,0.3 acres,,"$485,407 ","$461,000 - $510,000","+$2,678 (+0.6 %)"
"1639 Rogers Ave SW, Atlanta, GA 30310",Sold 07/12/2019,"$209,000 ",4 bds,1.5 ba,"1,568 sqft",Single Family,1940,,Forced air,Central,,"9,496 sqft",,"$209,735 ","$193,000 - $227,000",+$32 (+0.0 %)
"483 Fairlane Cir NW # 6, Atlanta, GA 30331",Sold 07/12/2019,"$160,000 ",5 bds,2.5 ba,"1,622 sqft",Single Family,2004,2004,Forced air,Central,,"9,583 sqft",,"$160,562 ","$148,000 - $173,000",+$24 (+0.0 %)
"222 Kirkwood Rd NE, Atlanta, GA 30317",Sold 07/12/2019,"$785,000 ",5 bds,4 ba,"3,560 sqft",Single Family,2018,,Heat pump,Central,Attached Garage,0.35 acres,,"$785,659 ","$746,000 - $825,000","+$4,335 (+0.6 %)"
"2026 N Ponce De Leon Ave NE, Atlanta, GA 30307",Sold 07/12/2019,$1.93M,6 bds,6.5 ba,"5,155 sqft",Single Family,1925,1925,Forced air,Central,1 space,0.9 acres,,"$1,926,616 ",$1.83M - $2.02M,"+$10,629 (+0.6 %)"
"2330 Nelms Dr SW, Atlanta, GA 30315",Sold 07/12/2019,"$119,000 ",4 bds,2 ba,"1,490 sqft",Single Family,2005,2005,Forced air,Central,2 spaces,0.3 acres,,"$149,535 ","$130,000 - $188,000","-$5,883 (-3.8 %)"
"1036 Sparks St SW, Atlanta, GA 30310",Sold 07/12/2019,"$19,500 ",4 bds,2 ba,"1,118 sqft",Single Family,2007,2007,Forced air,"Central, Other",Off street,"9,016 sqft",,"$176,238 ","$123,000 - $217,000","+$28,792 (+19.5 %)"
"1910 Wallace Rd SW, Atlanta, GA 30331",Sold 07/11/2019,"$475,000 ",7 bds,6.5 ba,"7,500 sqft",Single Family,2006,,Forced air,Central,Off street,2.1 acres,,"$476,692 ","$439,000 - $515,000",+$81 (+0.0 %)
"431 Harold Ave NE, Atlanta, GA 30307",Sold 07/11/2019,"$560,000 ",4 bds,2 ba,"1,170 sqft",Single Family,1925,1925,Forced air,Central,,"8,712 sqft",,"$560,468 ","$532,000 - $588,000","+$3,119 (+0.6 %)"
"625 Cameron St SE, Atlanta, GA 30312",Sold 07/11/2019,"$605,000 ",5 bds,3 ba,"2,573 sqft",Single Family,1925,2014,Forced air,Central,Attached Garage,0.29 acres,,"$607,155 ","$559,000 - $656,000",+$103 (+0.0 %)
"449 Woodmill Way, Atlanta, GA 30331",Sold 07/11/2019,"$284,990 ",4 bds,2.5 ba,"2,250 sqft",Single Family,2018,,Forced air,Central,2 spaces,,,"$286,005 ","$263,000 - $309,000",+$49 (+0.0 %)
"449 Woodmill Way SW, Atlanta, GA 30331",Sold 07/11/2019,"$284,990 ",4 bds,2.5 ba,"2,250 sqft",Single Family,2018,,Forced air,Central,Attached Garage,,,"$286,005 ","$263,000 - $309,000",+$49 (+0.0 %)
"449 Woodmill Way, Atlanta, GA 30331",Sold 07/11/2019,"$284,990 ",4 bds,2.5 ba,"2,250 sqft",Single Family,2018,,Forced air,Central,2 spaces,,,"$286,005 ","$263,000 - $309,000",+$49 (+0.0 %)
"1605 Versailles Dr SW, Atlanta, GA 30331",Sold 07/11/2019,"$223,000 ",4 bds,3.5 ba,"2,232 sqft",Single Family,2004,,Forced air,Central,,0.33 acres,,"$223,794 ","$206,000 - $242,000",+$38 (+0.0 %)
"508 Blanche St NW, Atlanta, GA 30318",Sold 07/11/2019,"$243,500 ",4 bds,3 ba,"1,584 sqft",Single Family,2005,2005,Forced air,Central,2 spaces,"8,276 sqft",,"$244,367 ","$225,000 - $264,000",+$41 (+0.0 %)
"97 Wyman St SE, Atlanta, GA 30317",Sold 07/10/2019,"$290,000 ",4 bds,2 ba,"1,739 sqft",Single Family,1947,1947,Forced air,Central,Detached Garage,0.3 acres,,"$290,241 ","$276,000 - $305,000","+$1,629 (+0.6 %)"
"1021 Veltre Cir SW, Atlanta, GA 30311",Sold 07/10/2019,"$150,000 ",4 bds,3 ba,"2,338 sqft",Single Family,1961,1961,Forced air,Central,2 spaces,0.85 acres,,,,
"338 Glendale Ave NE, Atlanta, GA 30307",Sold 07/09/2019,$1.26M,6 bds,5 ba,"5,714 sqft",Single Family,2010,,Forced air,Central,Carport,0.3 acres,,"$1,261,046 ",$1.20M - $1.32M,"+$7,141 (+0.6 %)"
"215 S Howard St SE, Atlanta, GA 30317",Sold 07/09/2019,"$544,000 ",4 bds,3.5 ba,"2,257 sqft",Single Family,2018,,Forced air,Central,Attached Garage,0.32 acres,,"$544,451 ","$517,000 - $572,000","+$3,082 (+0.6 %)"
"3064 Imperial Cir SW, Atlanta, GA 30311",Sold 07/09/2019,"$177,000 ",4 bds,2.5 ba,"2,210 sqft",Single Family,2005,2005,Forced air,Central,4 spaces,"1,307 sqft",Great solar potentialSun Number™: 90.61,"$177,646 ","$163,000 - $192,000",+$36 (+0.0 %)
"1835 Indiana Ave NE, Atlanta, GA 30307",Sold 07/09/2019,$1.34M,5 bds,6 ba,"4,600 sqft",Single Family,2014,2014,Other,Central,2 spaces,"8,712 sqft",,"$1,340,111 ",$1.27M - $1.41M,"+$7,588 (+0.6 %)"
"695 Hutchens Rd SE, Atlanta, GA 30354",Sold 07/09/2019,"$169,600 ",4 bds,2 ba,"1,512 sqft",Single Family,1962,1962,Forced air,Central,,0.42 acres,,"$170,219 ","$157,000 - $184,000",+$35 (+0.0 %)
"2253 Roswell St SW, Atlanta, GA 30331",Sold 07/09/2019,"$119,000 ",4 bds,3 ba,"1,566 sqft",Single Family,2008,2019,Forced air,Central,,"6,577 sqft",,"$147,502 ","$133,000 - $161,000",+$968 (+0.7 %)
"1148 Mobile St NW, Atlanta, GA 30314",Sold 07/09/2019,"$210,000 ",8 bds,4 ba,"2,800 sqft",Single Family,1955,,Forced air,Central,1 space,"8,189 sqft",,"$52,209 ","$47,000 - $58,000","-$76,533 (-59.4 %)"
"1895 Enon Pines Dr SW, Atlanta, GA 30331",Sold 07/08/2019,"$202,000 ",4 bds,2.5 ba,"2,508 sqft",Single Family,1994,1994,Forced air,Central,,0.55 acres,Great solar potentialSun Number™: 92.21,"$202,746 ","$187,000 - $219,000",+$44 (+0.0 %)
"2085 Delano Dr NE, Atlanta, GA 30317",Sold 07/08/2019,"$720,000 ",4 bds,3.5 ba,"3,400 sqft",Single Family,2019,,Forced air,Central,3 spaces,"8,712 sqft",,"$720,595 ","$685,000 - $757,000","+$4,115 (+0.6 %)"
"19 E Lake Dr SE, Atlanta, GA 30317",Sold 07/08/2019,"$572,500 ",4 bds,2.5 ba,"2,143 sqft",Single Family,1939,1939,Forced air,Central,4 spaces,0.4 acres,,"$572,973 ","$544,000 - $602,000","+$3,272 (+0.6 %)"
"1130 Fayetteville Rd SE, Atlanta, GA 30316",Sold 07/08/2019,"$495,000 ",4 bds,3.5 ba,"2,832 sqft",Single Family,2013,2013,Heat pump,Central,4 spaces,1.5 acres,,"$425,114 ","$400,000 - $463,000","-$6,518 (-1.5 %)"
