Address,Sold date,Sold price,Bedrooms,Bathrooms,Area,Type,Year built,Last remodel year,Heating,Cooling,Parking,HOA / Lot,Sunscore,Zestimate,Zestimate range,Last 30 day change
"1298 Lanier Blvd NE, Atlanta, GA 30306",Sold 10/25/2019,"$974,900 ",4 bds,4 ba,"2,770 sqft",Single Family,1930,1965,Forced air,Central,3 spaces,"6,534 sqft",,"$975,612 ","$907,000 - $1.05M","+$15,914 (+1.7 %)"
"1337 George W Brumley Way SE, Atlanta, GA 30317",Sold 10/24/2019,"$635,000 ",4 bds,4 ba,"2,655 sqft",Single Family,2019,2019,Forced air,Central,4 spaces,"8,712 sqft",,"$635,499 ","$604,000 - $667,000","+$5,364 (+0.9 %)"
"469 Whittington Ct NE, Atlanta, GA 30342",Sold 10/24/2019,"$550,000 ",5 bds,3 ba,"2,718 sqft",Single Family,1954,1980,Forced air,Central,,0.51 acres,,"$550,414 ","$512,000 - $594,000","-$38,650 (-6.6 %)"
"1568 Ezra Church Dr NW # 0, Atlanta, GA 30314",Sold 10/24/2019,"$85,000 ",5 bds,2 ba,"1,067 sqft",Single Family,1960,,Forced air,Central,,"7,187 sqft",,"$85,064 ","$79,000 - $92,000","-$3,451 (-3.9 %)"
"535 Cobblestone Dr NE, Atlanta, GA 30342",,$1.54M,5 bds,7 ba,"5,034 sqft",Single Family,2014,,Forced air,Central,1 space,0.47 acres,,"$1,541,159 ",$1.43M - $1.66M,"+$3,147 (+0.2 %)"
"1237 Oakcrest Dr SW, Atlanta, GA 30311",,"$330,000 ",4 bds,4 ba,"3,494 sqft",Single Family,2001,,Forced air,Central,Attached Garage,0.65 acres,,"$330,248 ","$307,000 - $357,000","+$6,912 (+2.1 %)"
"3639 Old Ivy Ln NE, Atlanta, GA 30342",Sold 10/24/2019,"$700,000 ",4 bds,4 ba,"4,221 sqft",Single Family,1956,1970,Forced air,Central,Detached Garage,0.92 acres,,"$700,527 ","$651,000 - $757,000","+$12,557 (+1.8 %)"
"2360 Bohler Rd NW, Atlanta, GA 30327",Sold 10/23/2019,"$730,000 ",4 bds,5 ba,"2,428 sqft",Single Family,1969,1969,Forced air,Central,Attached Garage,0.47 acres,,"$730,565 ","$679,000 - $789,000","+$4,312 (+0.6 %)"
"2168 Melante Dr NE, Atlanta, GA 30324",Sold 10/23/2019,"$585,000 ",4 bds,3 ba,"2,406 sqft",Single Family,1954,2018,Forced air,Central,4 spaces,0.26 acres,Candidate for a community solar programSun Number™: 20.21,"$585,453 ","$544,000 - $632,000","+$11,243 (+2.0 %)"
"973 Hilburn Dr SE, Atlanta, GA 30316",,"$407,000 ",4 bds,2 ba,"2,006 sqft",Single Family,1965,1965,Forced air,Central,2 spaces,0.3 acres,,"$407,326 ","$387,000 - $428,000","+$6,772 (+1.7 %)"
"2803 Harrington Pl SW, Atlanta, GA 30311",Sold 10/23/2019,"$225,100 ",4 bds,2 ba,"1,126 sqft",Single Family,1970,1985,Forced air,Central,2 spaces,0.43 acres,Great solar potentialSun Number™: 92.22,"$225,274 ","$210,000 - $243,000","+$4,798 (+2.2 %)"
"2841 Ashwood Pl, Decatur, GA 30030",Sold 10/23/2019,"$365,000 ",4 bds,3 ba,"2,179 sqft",Single Family,1993,1993,Forced air,Central,Attached Garage,"4,356 sqft",Great solar potentialSun Number™: 87.44,"$365,292 ","$347,000 - $384,000","+$3,421 (+0.9 %)"
"3889 Wieuca Ter NE, Atlanta, GA 30342",Sold 10/23/2019,"$750,000 ",4 bds,3 ba,"3,022 sqft",Single Family,1940,1985,Forced air,Central,2 spaces,0.37 acres,Candidate for a community solar programSun Number™: 20.21,"$750,581 ","$698,000 - $811,000","+$13,004 (+1.8 %)"
"493 Mcallister St SW, Atlanta, GA 30310",Sold 10/23/2019,"$315,000 ",4 bds,3 ba,"1,800 sqft",Single Family,1940,1990,"Forced air, Heat pump",Central,,"7,492 sqft",,"$316,985 ","$301,000 - $333,000","+$1,848 (+0.6 %)"
"1342 Cascade Falls Ct SW, Atlanta, GA 30311",Sold 10/23/2019,"$365,900 ",5 bds,3 ba,"3,261 sqft",Single Family,2000,,Forced air,Central,2 spaces,0.52 acres,,"$366,183 ","$341,000 - $395,000","+$3,713 (+1.0 %)"
"2803 Harrington Pl SW, Atlanta, GA 30311",Sold 10/23/2019,"$225,100 ",4 bds,2 ba,"1,126 sqft",Single Family,1970,1985,Forced air,Central,2 spaces,0.43 acres,Great solar potentialSun Number™: 92.22,"$225,274 ","$210,000 - $243,000","+$4,798 (+2.2 %)"
"960 Wylie St SE, Atlanta, GA 30316",Sold 10/22/2019,"$320,000 ",5 bds,3 ba,"2,030 sqft",Single Family,1945,2010,Other,Other,On street,"4,138 sqft",,"$320,255 ","$298,000 - $346,000","-$4,529 (-1.4 %)"
"520 Mead St SE, Atlanta, GA 30315",Sold 10/22/2019,"$484,000 ",4 bds,2 ba,"1,705 sqft",Single Family,1940,1995,"Forced air, Heat pump",Central,2 spaces,"6,851 sqft",,"$484,385 ","$450,000 - $523,000","+$1,120 (+0.2 %)"
"930 New Hope Rd SW, Atlanta, GA 30331",Sold 10/22/2019,"$198,500 ",4 bds,3 ba,"2,258 sqft",Single Family,1993,1993,Forced air,Central,2 spaces,1.01 acres,Candidate for a community solar programSun Number™: 20.21,"$198,658 ","$185,000 - $215,000","+$2,239 (+1.1 %)"
"410 Allison Dr NE, Atlanta, GA 30342",Sold 10/22/2019,"$500,000 ",4 bds,2 ba,"1,673 sqft",Single Family,1956,1980,Forced air,Central,2 spaces,0.48 acres,Great solar potentialSun Number™: 74.61,"$500,398 ","$465,000 - $540,000","-$11,699 (-2.3 %)"
"172 Westminster Dr NE, Atlanta, GA 30309",Sold 10/22/2019,$1.27M,4 bds,4 ba,"2,979 sqft",Single Family,1920,1990,Forced air,Central,1 space,"8,799 sqft",,"$1,276,016 ",$1.19M - $1.38M,"+$26,941 (+2.2 %)"
"679 Harwell Rd NW, Atlanta, GA 30318",Sold 10/21/2019,"$275,900 ",5 bds,3 ba,"2,534 sqft",Single Family,1960,1960,"Baseboard, Forced air",Central,6 spaces,0.28 acres,,"$276,126 ","$257,000 - $298,000","+$2,537 (+0.9 %)"
"318 Brentwood Dr NE, Atlanta, GA 30305",Sold 10/21/2019,"$870,000 ",4 bds,3 ba,"2,974 sqft",Single Family,1930,2000,Forced air,Central,3 spaces,0.9 acres,Candidate for a community solar programSun Number™: 20.21,"$870,712 ","$810,000 - $940,000","-$36,226 (-4.0 %)"
"3097 Marne Dr NW, Atlanta, GA 30305",Sold 10/21/2019,$1.48M,7 bds,8 ba,"4,296 sqft",Single Family,1959,2005,Forced air,Central,2 spaces,0.61 acres,,"$1,476,208 ",$1.37M - $1.59M,"-$20,542 (-1.4 %)"
"927 Wildwood Rd NE, Atlanta, GA 30324",Sold 10/21/2019,$2.17M,6 bds,7 ba,"6,500 sqft",Single Family,2012,,Forced air,Central,2 spaces,0.37 acres,,"$2,166,873 ",$2.02M - $2.34M,"+$14,449 (+0.7 %)"
"2045 Lois Pl NW, Atlanta, GA 30318",Sold 10/21/2019,"$247,311 ",4 bds,3 ba,"2,688 sqft",Single Family,2004,,Forced air,Central,,"7,492 sqft",,"$203,630 ","$187,000 - $222,000","+$1,751 (+0.9 %)"
"809 Cherokee Ave SE, Atlanta, GA 30315",Sold 10/18/2019,"$500,000 ",5 bds,5 ba,"3,740 sqft",Single Family,1911,,Forced air,Central,4 spaces,"8,668 sqft",,"$524,832 ","$499,000 - $551,000","+$13,829 (+2.7 %)"
"623 Longwood Dr NW, Atlanta, GA 30305",,$1.08M,4 bds,4 ba,"3,500 sqft",Single Family,1940,1995,Forced air,Central,2 spaces,0.41 acres,Candidate for a community solar programSun Number™: 20.21,"$1,096,367 ",$1.04M - $1.15M,"+$9,051 (+0.8 %)"
"4116 N Broadland Rd NW, Atlanta, GA 30342",Sold 10/18/2019,$1.88M,5 bds,6 ba,"5,038 sqft",Single Family,2013,2013,Forced air,Central,2 spaces,0.93 acres,,"$1,881,665 ",$1.75M - $2.03M,"+$136,358 (+7.8 %)"
"3206 Arden Rd NW, Atlanta, GA 30305",Sold 10/18/2019,$2.20M,8 bds,9 ba,"20,551 sqft",Single Family,2003,1965,Forced air,Central,"Carport, Attached Garage",1.2 acres,Great solar potentialSun Number™: 92.21,"$2,201,948 ",$2.05M - $2.38M,"-$290,170 (-11.6 %)"
"1980 Palifox Dr NE, Atlanta, GA 30307",Sold 10/18/2019,"$775,000 ",4 bds,3 ba,"3,194 sqft",Single Family,1932,2005,Forced air,Central,1 space,"8,712 sqft",Great solar potentialSun Number™: 81.03,"$775,682 ","$737,000 - $814,000","+$12,464 (+1.6 %)"
"204 Blackland Dr NW, Atlanta, GA 30342",Sold 10/18/2019,$1.05M,4 bds,5 ba,"3,521 sqft",Single Family,1959,1995,Forced air,Central,2 spaces,0.76 acres,,"$1,050,929 ","$977,000 - $1.14M","-$13,188 (-1.2 %)"
"771 Ponce De Leon Ter NE, Atlanta, GA 30306",Sold 10/18/2019,$1.60M,6 bds,5 ba,"4,037 sqft",Single Family,2014,1970,Forced air,Central,2 spaces,"7,405 sqft",Candidate for a community solar programSun Number™: 20.23,"$1,601,417 ",$1.49M - $1.73M,"+$106,802 (+7.1 %)"
"2380 Defoors Ferry Rd NW, Atlanta, GA 30318",,"$380,000 ",4 bds,4 ba,"2,150 sqft",Single Family,1984,2018,Forced air,Central,2 spaces,"3,192 sqft",,"$380,336 ","$354,000 - $411,000","-$3,374 (-0.9 %)"
"1000 Hill St SE, Atlanta, GA 30315",Sold 10/18/2019,"$487,000 ",8 bds,4 ba,"4,400 sqft",Multi Family,1950,1980,Forced air,Central,6 spaces,,Good solar potentialSun Number™: 60.23,"$487,205 ","$453,000 - $521,000","-$31,124 (-6.0 %)"
"360 New Jersey Ave NW, Atlanta, GA 30314",Sold 10/18/2019,"$85,000 ",6 bds,2 ba,"1,430 sqft",Single Family,1940,1940,Other,Central,,"9,252 sqft",,"$85,075 ","$79,000 - $92,000","-$29,262 (-25.6 %)"
"2118 Timball Rd NW, Atlanta, GA 30318",Sold 10/18/2019,"$956,290 ",4 bds,5 ba,"4,535 sqft",Single Family,2018,,,,,"1,698 sqft",,"$957,136 ","$890,000 - $1.03M","+$56,287 (+6.2 %)"
"782 Wildwood Rd NE, Atlanta, GA 30324",Sold 10/17/2019,"$810,000 ",4 bds,5 ba,"3,852 sqft",Single Family,1945,1980,"Forced air, Heat pump",Central,3 spaces,"8,712 sqft",,"$810,735 ","$754,000 - $876,000","+$9,075 (+1.1 %)"
"2173 Mckinley Rd NW, Atlanta, GA 30318",Sold 10/17/2019,$1.15M,4 bds,3 ba,"3,387 sqft",Single Family,1939,2000,Forced air,Central,2 spaces,0.27 acres,Limited solar potentialSun Number™: 49.01,"$1,151,043 ",$1.07M - $1.24M,"+$149,449 (+14.9 %)"
"1330 Grant St SE, Atlanta, GA 30315",Sold 10/17/2019,"$110,000 ",6 bds,4 ba,"1,041 sqft",Single Family,1928,1990,Forced air,Central,6 spaces,"7,361 sqft",,"$110,099 ","$102,000 - $119,000","-$50,267 (-31.3 %)"
"100 Lake Forrest Ln NE, Atlanta, GA 30342",Sold 10/17/2019,$3.12M,7 bds,9 ba,"9,087 sqft",Single Family,2019,1990,Forced air,Central,Attached Garage,0.77 acres,Great solar potentialSun Number™: 73.01,"$3,127,836 ",$2.91M - $3.38M,"+$114,843 (+3.8 %)"
"421 Atwood St SW, Atlanta, GA 30310",Sold 10/17/2019,"$400,000 ",5 bds,3 ba,"2,950 sqft",Single Family,1920,1975,Forced air,Central,2 spaces,"6,899 sqft",,"$400,363 ","$372,000 - $432,000","-$6,096 (-1.5 %)"
"8 Conifer Park Ln NE, Atlanta, GA 30342",Sold 10/17/2019,"$825,000 ",4 bds,5 ba,"2,876 sqft",Single Family,2001,2001,Forced air,Central,2 spaces,"5,240 sqft",,"$825,748 ","$768,000 - $892,000","+$4,751 (+0.6 %)"
"3808 Ivy Rd NE, Atlanta, GA 30342",Sold 10/17/2019,$1.90M,5 bds,7 ba,"6,759 sqft",Single Family,2013,2013,Forced air,Central,Attached Garage,2.86 acres,,"$1,901,724 ",$1.77M - $2.05M,"+$7,387 (+0.4 %)"
"1490 Metropolitan Ave SE, Atlanta, GA 30316",Sold 10/17/2019,"$185,000 ",4 bds,2 ba,960 sqft,Single Family,1947,1947,Other,Central,,"8,712 sqft",,"$288,408 ","$239,000 - $363,000","-$28,799 (-9.1 %)"
"797 Brownwood Ave SE, Atlanta, GA 30316",Sold 10/17/2019,"$462,500 ",4 bds,3 ba,"2,064 sqft",Single Family,1950,1950,Forced air,Central,,"8,712 sqft",,"$462,914 ","$440,000 - $486,000","+$2,525 (+0.5 %)"
"1561 Boulevard Lorraine SW, Atlanta, GA 30311",Sold 10/16/2019,"$300,000 ",4 bds,2 ba,"1,620 sqft",Single Family,1946,1946,Other,Central,,0.7 acres,,"$245,457 ","$206,000 - $280,000","+$35,760 (+17.1 %)"
"1250 Beechwood Hills Ct NW, Atlanta, GA 30327",,$2.10M,7 bds,8 ba,"12,500 sqft",Single Family,2010,2010,Forced air,Central,4 spaces,2.4 acres,,"$2,101,952 ",$1.95M - $2.25M,"-$19,605 (-0.9 %)"
"526 Dollar Mill Rd SW, Atlanta, GA 30331",Sold 10/16/2019,"$145,000 ",4 bds,3 ba,"2,000 sqft",Single Family,1964,1964,Forced air,Central,4 spaces,0.35 acres,Good solar potentialSun Number™: 63.41,"$145,134 ","$135,000 - $155,000",-$760 (-0.5 %)
"325 Sisson Ave NE, Atlanta, GA 30317",Sold 10/15/2019,"$630,000 ",6 bds,5 ba,"3,000 sqft",Single Family,2019,2019,Heat pump,Central,Detached Garage,"8,712 sqft",,"$630,584 ","$599,000 - $662,000","+$5,369 (+0.9 %)"
"885 Abercorn Dr SW, Atlanta, GA 30331",Sold 10/15/2019,"$290,070 ",4 bds,4 ba,"2,952 sqft",Single Family,2002,2002,Forced air,Central,,0.62 acres,,"$290,339 ","$270,000 - $311,000","+$2,360 (+0.8 %)"
"178 Clay St SE, Atlanta, GA 30317",Sold 10/15/2019,"$605,000 ",6 bds,3 ba,"1,735 sqft",Multi Family,1950,1950,Forced air,Central,6 spaces,,Candidate for a community solar programSun Number™: 20.23,"$605,561 ","$575,000 - $636,000","-$31,991 (-5.0 %)"
"178 Clay St SE, Atlanta, GA 30317",Sold 10/15/2019,"$605,000 ",6 bds,3 ba,"1,735 sqft",Multi Family,1950,1950,Forced air,Central,6 spaces,,Candidate for a community solar programSun Number™: 20.23,"$605,561 ","$575,000 - $636,000","-$31,991 (-5.0 %)"
"3585 Roxboro Rd NE UNIT 7, Atlanta, GA 30326",Sold 10/15/2019,"$755,000 ",4 bds,4 ba,"3,677 sqft",Townhouse,2007,2007,Other,Central,2 spaces,0.37 acres,,"$755,718 ","$703,000 - $809,000","-$1,588 (-0.2 %)"
"3777 Ivy Rd NE, Atlanta, GA 30342",Sold 10/15/2019,$1.45M,5 bds,6 ba,"6,000 sqft",Single Family,2016,2017,Forced air,Central,2 spaces,0.72 acres,Candidate for a community solar programSun Number™: 20.21,"$1,451,380 ",$1.35M - $1.55M,"-$11,688 (-0.8 %)"
"1170 E Club Ln NE, Atlanta, GA 30319",,$2.25M,5 bds,5 ba,"4,152 sqft",Single Family,2006,2006,Forced air,Central,2 spaces,0.86 acres,,"$2,252,141 ",$2.09M - $2.41M,"-$1,462 (-0.1 %)"
"299 Candler St NE, Atlanta, GA 30307",Sold 10/15/2019,"$860,000 ",5 bds,4 ba,"3,400 sqft",Single Family,2008,2006,Forced air,Central,Detached Garage,"7,579 sqft",,"$860,797 ","$818,000 - $904,000",-$270 (-0.0 %)
"230 Chastain Park Dr NE, Atlanta, GA 30342",Sold 10/14/2019,$1.20M,5 bds,5 ba,"3,721 sqft",Single Family,2018,,Forced air,Central,2 spaces,"7,405 sqft",,"$1,200,019 ",$1.12M - $1.28M,"+$22,045 (+1.9 %)"
"1274 Martin St SE, Atlanta, GA 30315",Sold 10/11/2019,"$262,000 ",4 bds,3 ba,"1,632 sqft",Single Family,2007,2007,Forced air,Central,Attached Garage,"7,501 sqft",,"$262,272 ","$244,000 - $281,000","+$7,919 (+3.1 %)"
"619 Gresham Ave SE, Atlanta, GA 30316",Sold 10/11/2019,"$484,000 ",4 bds,3 ba,"1,873 sqft",Single Family,1903,,"Forced air, Other",Central,Off street,"8,712 sqft",,"$484,479 ","$460,000 - $509,000","-$2,327 (-0.5 %)"
"3814 Land O Lakes Dr NE, Atlanta, GA 30342",Sold 10/11/2019,$1.98M,5 bds,6 ba,"5,051 sqft",Single Family,1987,1987,Forced air,Central,Attached Garage,0.55 acres,,"$1,977,054 ",$1.84M - $2.12M,"+$45,053 (+2.3 %)"
"140 Adair Ave SE, Atlanta, GA 30315",Sold 10/11/2019,"$131,000 ",4 bds,1 ba,"1,560 sqft",Single Family,1920,1920,Forced air,Central,Detached Garage,"8,952 sqft",,"$227,315 ","$198,000 - $257,000",+$442 (+0.2 %)
"698 Bellemeade Ave NW, Atlanta, GA 30318",Sold 10/11/2019,"$699,000 ",4 bds,3 ba,"3,164 sqft",Single Family,1935,1975,Forced air,Central,"Carport, Detached Garage",0.53 acres,,"$720,991 ","$685,000 - $757,000","+$11,977 (+1.7 %)"
"849 Cameron M Alexander Blvd NW, Atlanta, GA 30318",Sold 10/11/2019,"$93,000 ",4 bds,1 ba,"1,244 sqft",Single Family,1940,1940,None,,,"5,419 sqft",,,,
"2505 Rivers Rd NW, Atlanta, GA 30305",Sold 10/11/2019,$1.30M,4 bds,3.5 ba,"3,896 sqft",Single Family,1925,1980,Forced air,Central,,0.94 acres,,"$1,527,945 ",$1.25M - $1.94M,"+$188,778 (+14.1 %)"
"4217 Wieuca Overlook NE, Atlanta, GA 30342",Sold 10/11/2019,"$650,000 ",5 bds,6 ba,"5,017 sqft",Single Family,1988,1988,Forced air,Central,Attached Garage,0.34 acres,,"$650,676 ","$605,000 - $696,000","-$5,017 (-0.8 %)"
"439 Ashburton Ave SE, Atlanta, GA 30317",Sold 10/11/2019,"$315,000 ",4 bds,2 ba,"1,452 sqft",Single Family,1960,2010,Other,Central,2 spaces,0.3 acres,Candidate for a community solar programSun Number™: 20.24,"$315,311 ","$300,000 - $331,000","-$20,638 (-6.1 %)"
"752 Belt Loop SE, Atlanta, GA 30316",Sold 10/11/2019,"$800,000 ",4 bds,4 ba,"2,534 sqft",Single Family,2018,,Heat pump,Central,,0.33 acres,,"$800,832 ","$745,000 - $857,000","+$34,038 (+4.4 %)"
"1175 Mcdaniel St, Atlanta, GA 30310",Sold 10/11/2019,"$234,750 ",4 bds,3 ba,"2,219 sqft",Single Family,2008,2008,Baseboard,Central,2 spaces,"4,791 sqft",,"$181,538 ","$163,000 - $203,000","+$1,046 (+0.6 %)"
"155 E Lake Dr SE, Atlanta, GA 30317",Sold 10/11/2019,"$490,000 ",4 bds,4 ba,"2,783 sqft",Single Family,1930,1930,Forced air,Central,Off street,0.3 acres,,"$490,485 ","$466,000 - $515,000","+$3,275 (+0.7 %)"
"1096 Fayetteville Rd SE, Atlanta, GA 30316",Sold 10/11/2019,"$210,000 ",4 bds,2 ba,"1,802 sqft",Single Family,1954,1954,Forced air,Central,Carport,0.5 acres,Candidate for a community solar programSun Number™: 20.23,"$210,207 ","$200,000 - $221,000","-$12,045 (-5.4 %)"
"1175 Mcdaniel St SW, Atlanta, GA 30310",Sold 10/11/2019,"$234,750 ",5 bds,3 ba,"2,219 sqft",Single Family,2008,,,,,"4,791 sqft",,"$234,994 ","$219,000 - $251,000","-$7,068 (-2.9 %)"
"449 W Kildare Ave NW, Atlanta, GA 30318",Sold 10/11/2019,"$225,000 ",4 bds,3 ba,"1,538 sqft",Single Family,1967,1995,Forced air,Central,2 spaces,0.38 acres,Great solar potentialSun Number™: 92.22,"$225,234 ","$209,000 - $241,000","+$11,898 (+5.6 %)"
"1596 Ezra Church Dr NW, Atlanta, GA 30314",Sold 10/10/2019,"$82,000 ",4 bds,2 ba,928 sqft,Single Family,1945,1980,Forced air,Other,2 spaces,"9,670 sqft",,"$83,651 ","$79,000 - $88,000",-$291 (-0.3 %)
"976 Highland Vw NE, Atlanta, GA 30306",,"$921,000 ",4 bds,4 ba,"2,741 sqft",Single Family,1911,1980,Forced air,Central,3 spaces,"8,494 sqft",Great solar potentialSun Number™: 92.23,"$921,978 ","$857,000 - $987,000","+$18,062 (+2.0 %)"
"526 W Wesley Rd NW, Atlanta, GA 30305",Sold 10/10/2019,$1.62M,5 bds,5 ba,"5,300 sqft",Single Family,1940,2003,Forced air,Central,2 spaces,0.72 acres,Candidate for a community solar programSun Number™: 20.21,"$1,625,100 ",$1.51M - $1.74M,"-$44,180 (-2.6 %)"
"3525 Old Ivy Ln NE, Atlanta, GA 30342",Sold 10/10/2019,$1.98M,5 bds,6 ba,"5,320 sqft",Single Family,2019,1970,Forced air,Other,Carport,0.45 acres,Candidate for a community solar programSun Number™: 39.41,"$1,977,098 ",$1.84M - $2.12M,"+$34,044 (+1.8 %)"
"1370 Martin Luther King Jr Dr SW, Atlanta, GA 30314",Sold 10/10/2019,"$140,000 ",4 bds,2 ba,"1,525 sqft",Single Family,1935,1990,Forced air,Central,1 space,"8,712 sqft",Limited solar potentialSun Number™: 57.02,"$140,173 ","$130,000 - $151,000","-$9,926 (-6.6 %)"
"7 Rockmart Dr SW, Atlanta, GA 30314",Sold 10/10/2019,"$20,000 ",4 bds,2 ba,"1,803 sqft",Single Family,1940,,Other,Other,1 space,"9,583 sqft",,"$285,477 ","$257,000 - $317,000","+$1,226 (+0.4 %)"
"2774 N Hills Dr NE, Atlanta, GA 30305",Sold 10/10/2019,$1.59M,5 bds,5 ba,"3,786 sqft",Single Family,1940,2000,"Forced air, Heat pump, Other","Central, Other",3 spaces,0.34 acres,,"$1,595,193 ",$1.48M - $1.71M,"+$14,508 (+0.9 %)"
"95 Blackland Rd NW, Atlanta, GA 30342",3D Homes Icon3D Home,"$955,000 ",5 bds,6 ba,"5,400 sqft",Single Family,1970,1970,Forced air,Central,4 spaces,1.4 acres,,"$1,061,168 ",$1.01M - $1.11M,"-$3,747 (-0.4 %)"
"3439 Landen Pine Ct NE # 16, Atlanta, GA 30305",Sold 10/09/2019,"$776,384 ",4 bds,4 ba,"2,684 sqft",Townhouse,2018,,Forced air,Central,Attached Garage,,,"$777,226 ","$723,000 - $832,000","+$9,237 (+1.2 %)"
"709 E Paces Ferry Rd NE, Atlanta, GA 30305",Sold 10/09/2019,$1.02M,4 bds,4 ba,"3,874 sqft",Single Family,1930,2006,Forced air,Central,2 spaces,0.32 acres,Great solar potentialSun Number™: 80.21,"$1,018,603 ","$947,000 - $1.09M","+$86,546 (+9.3 %)"
"330 Wellington St SW, Atlanta, GA 30310",Sold 10/09/2019,"$365,000 ",4 bds,3 ba,"2,000 sqft",Single Family,1920,1960,Forced air,Central,Off street,"9,757 sqft",Great solar potentialSun Number™: 92.22,"$365,395 ","$340,000 - $391,000",-$372 (-0.1 %)
"754 Charlotte Pl NW, Atlanta, GA 30318",Sold 10/09/2019,"$230,000 ",4 bds,3 ba,"2,023 sqft",Single Family,2005,2005,Forced air,Other,Off street,"8,755 sqft",,"$233,608 ","$222,000 - $245,000","+$2,513 (+1.1 %)"
"1578 Clifton Rdg NE, Atlanta, GA 30307",Sold 10/08/2019,"$850,000 ",5 bds,7 ba,"5,500 sqft",Single Family,2019,2019,,,4 spaces,0.5 acres,,"$850,881 ","$808,000 - $893,000","-$10,378 (-1.2 %)"
"626 Mcgill Pl NE, Atlanta, GA 30312",Sold 10/08/2019,"$325,000 ",4 bds,4 ba,"1,518 sqft",Townhouse,1987,1987,Forced air,Central,2 spaces,"1,518 sqft",Great solar potentialSun Number™: 84.23,"$325,359 ","$303,000 - $348,000","-$3,668 (-1.1 %)"
"1947 Ardmore Rd NW, Atlanta, GA 30309",Sold 10/08/2019,"$450,000 ",4 bds,2 ba,"2,142 sqft",Single Family,1940,1965,Forced air,Central,Detached Garage,0.44 acres,,"$450,507 ","$419,000 - $482,000","-$65,794 (-12.7 %)"
"193 Elizabeth St NE, Atlanta, GA 30307",Sold 10/08/2019,$1.42M,5 bds,3 ba,"4,100 sqft",Single Family,1917,1990,Forced air,Central,2 spaces,0.33 acres,,"$1,419,068 ",$1.32M - $1.52M,"+$245,756 (+20.9 %)"
"4768 Wieuca Rd NE, Atlanta, GA 30342",Sold 10/08/2019,$1.17M,5 bds,5 ba,"3,721 sqft",Single Family,2018,,Forced air,Central,2 spaces,"8,015 sqft","GreenEnergyEfficient:,Double Pane/Thermo,Candidate for a community solar programSun Number™: 20.21","$1,171,050 ",$1.09M - $1.25M,"+$28,603 (+2.5 %)"
"874 Carlton Rdg NE, Atlanta, GA 30342",Sold 10/08/2019,"$955,000 ",5 bds,6 ba,"6,536 sqft",Single Family,1991,1991,Forced air,Central,,0.41 acres,,"$956,056 ","$889,000 - $1.02M","+$8,797 (+0.9 %)"
"3309 W Shadowlawn Ave NE, Atlanta, GA 30305",Sold 10/08/2019,"$800,000 ",4 bds,5 ba,#NAME?,Single Family,1938,1990,"Forced air, Heat pump",Central,Detached Garage,"8,712 sqft",,"$800,885 ","$745,000 - $857,000","-$7,084 (-0.9 %)"
"57 Woodcrest Ave NE, Atlanta, GA 30309",Sold 10/08/2019,$1.03M,4 bds,5 ba,"2,977 sqft",Single Family,1930,1980,Forced air,Central,,0.28 acres,,"$1,031,139 ","$959,000 - $1.10M","+$3,256 (+0.3 %)"
"2019 Westside Blvd, Atlanta, GA 30318",Sold 10/08/2019,"$584,900 ",4 bds,4 ba,"3,041 sqft",Single Family,2019,2019,Gas,Central,2 spaces,"4,878 sqft",,"$585,547 ","$545,000 - $627,000","+$9,171 (+1.6 %)"
"1124 Moores Mill Rd NW, Atlanta, GA 30327",Sold 10/08/2019,"$960,000 ",5 bds,6 ba,"3,900 sqft",Single Family,2000,2000,Forced air,Central,4 spaces,1.22 acres,,"$963,110 ","$915,000 - $1.01M","-$4,739 (-0.5 %)"
"397 Westchester Blvd NW, Atlanta, GA 30314",Sold 10/08/2019,"$65,000 ",4 bds,2 ba,964 sqft,Single Family,1956,1956,Other,Central,2 spaces,"7,426 sqft",,"$65,071 ","$61,000 - $70,000","-$16,648 (-20.4 %)"
"782 Kings Way NW, Atlanta, GA 30327",Sold 10/07/2019,$1.26M,4 bds,4 ba,"4,339 sqft",Single Family,1964,1985,Forced air,Central,Attached Garage,1.03 acres,,"$1,261,422 ",$1.17M - $1.35M,"+$17,028 (+1.4 %)"
"4706 Wieuca Rd NE, Atlanta, GA 30342",Sold 10/07/2019,$1.23M,5 bds,5 ba,"3,800 sqft",Single Family,2018,2018,Forced air,Central,2 spaces,"6,534 sqft",,"$1,226,382 ",$1.14M - $1.31M,"+$14,907 (+1.2 %)"
"835 Adair Ave NE, Atlanta, GA 30306",Sold 10/07/2019,$1.72M,5 bds,6 ba,"4,478 sqft",Single Family,2019,1980,Forced air,Central,1 space,"8,232 sqft",Great solar potentialSun Number™: 86.63,"$1,691,194 ",$1.61M - $1.78M,"-$11,704 (-0.7 %)"
"1082 Coleman St SW, Atlanta, GA 30310",Sold 10/07/2019,"$140,817 ",4 bds,2 ba,"1,334 sqft",Single Family,2004,,Forced air,Central,,"4,791 sqft",,"$140,975 ","$131,000 - $151,000","-$8,165 (-5.5 %)"
"71 Lake Forrest Ln NE, Atlanta, GA 30342",Sold 10/07/2019,$1.57M,5 bds,5 ba,"4,996 sqft",Single Family,2005,2005,Forced air,Central,Attached Garage,0.47 acres,,"$1,576,777 ",$1.47M - $1.69M,"-$18,130 (-1.1 %)"
